"","[Clostridium] innocuum group","[Eubacterium] brachy group","[Eubacterium] eligens group","[Eubacterium] fissicatena group","[Eubacterium] hallii group","[Eubacterium] nodatum group","[Eubacterium] oxidoreducens group","[Eubacterium] ruminantium group","[Eubacterium] siraeum group","[Eubacterium] ventriosum group","[Eubacterium] xylanophilum group","[Ruminococcus] gauvreauii group","[Ruminococcus] gnavus group","[Ruminococcus] torques group","Abiotrophia","Acetanaerobacterium","Acidaminococcus","Acinetobacter","Actinobacillus","Actinomyces","Actinotignum","Adlercreutzia","Agathobacter","Aggregatibacter","Akkermansia","Aliihoeflea","Alistipes","Allisonella","Alloprevotella","Alloscardovia","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevundimonas","Bulleidia","Butyricicoccus","Butyricimonas","CAG-352","CAG-56","CAG-873","Caldicoprobacter","Campylobacter","Candidatus Hepatoplasma","Candidatus Saccharimonas","Candidatus Soleaferrea","Candidatus Stoquefichus","Catabacter","Catenibacillus","Catenibacterium","Cellulosilyticum","Cetobacterium","Chelativorans","CHKCI001","CHKCI002","Christensenella","Christensenellaceae R-7 group","Chryseobacterium","Citrobacter","Cloacibacillus","Cloacibacterium","Clostridioides","Clostridium sensu stricto 1","Clostridium sensu stricto 13","Colidextribacter","Collinsella","Comamonas","Companilactobacillus","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Coriobacteriaceae UCG-003","Corynebacterium","Cronobacter","Cryptobacterium","Cuneatibacter","Curvibacter","Defluviitaleaceae UCG-011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Dysgonomonas","Edwardsiella","Eggerthella","Eisenbergiella","Empedobacter","Enorma","Enterobacter","Enterococcus","Enterorhabdus","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae UCG-003","Escherichia-Shigella","Eubacterium","Ezakiella","F0332","Facklamia","Faecalibacterium","Faecalicoccus","Faecalitalea","Family XIII AD3011 group","Family XIII UCG-001","Fastidiosipila","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fructilactobacillus","Fusicatenibacter","Fusobacterium","Gallicola","Gardnerella","GCA-900066575","GCA-900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Hafnia-Obesumbacterium","Halarcobacter","Halomonas","Harryflintia","Herbaspirillum","Holdemanella","Holdemania","Howardella","HT002","Hungatella","Hypnocyclicus","Incertae Sedis","Intestinibacter","Intestinimonas","Klebsiella","Kurthia","Lachnoanaerobaculum","Lachnoclostridium","Lachnospira","Lachnospiraceae FCS020 group","Lachnospiraceae NC2004 group","Lachnospiraceae ND3007 group","Lachnospiraceae NK4A136 group","Lachnospiraceae UCG-001","Lachnospiraceae UCG-003","Lachnospiraceae UCG-004","Lachnospiraceae UCG-008","Lachnospiraceae UCG-010","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Lawsonella","Lelliottia","Leuconostoc","Levilactobacillus","Ligilactobacillus","Limosilactobacillus","Lysinibacillus","Mailhella","Malaciobacter","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Mitsuokella","Mobiluncus","Mogibacterium","Monoglobus","Morganella","Murdochiella","Muricauda","Murimonas","Negativibacillus","Negativicoccus","Neisseria","Nesterenkonia","NK4A214 group","Nosocomiicoccus","Oceanicaulis","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oscillospira","Oxalobacter","Paenalcaligenes","Paeniclostridium","Paludicola","Papillibacter","Parabacteroides","Paraclostridium","Paracoccus","Paraeggerthella","Paraprevotella","Parascardovia","Parasutterella","Parvibacter","Parvimonas","Pediococcus","Pelagibacterium","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Photobacterium","Pluralibacter","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae Ga6A1 group","Prevotellaceae NK3B31 group","Prevotellaceae UCG-001","Prevotellaceae UCG-003","Propionigenium","Proteiniphilum","Proteus","Providencia","Pseudocitrobacter","Pseudoclavibacter","Pseudoflavonifractor","Pseudoglutamicibacter","Pseudomonas","Pseudoramibacter","Pseudoscardovia","Pygmaiobacter","Pyramidobacter","Raoultella","Raoultibacter","Rikenellaceae RC9 gut group","Robinsoniella","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5-A14a","Salmonella","Sanguibacteroides","Sarcina","Scardovia","Sediminibacterium","Sediminispirochaeta","Selenomonas","Sellimonas","Senegalimassilia","Serratia","Shuttleworthia","Slackia","Solobacterium","Sphingobacterium","Sphingomonas","Staphylococcus","Stenotrophomonas","Stomatobaculum","Streptococcus","Subdoligranulum","Succinivibrio","Sunxiuqinia","Sutterella","Synergistes","Tepidimicrobium","Terrisporobacter","TM7a","TM7x","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5-1-2E3","UCG-002","UCG-003","UCG-005","UCG-007","UCG-009","Unknown","Veillonella","Vibrio","Victivallis","W5053","Weissella","Wohlfahrtiimonas","ZOR0006"
"SRR11825885",0,0,14,0,5,0,0,26,0,36,0,5,0,43,0,0,0,0,0,0,0,10,265,0,1949,0,305,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,2592,52,3,6,383,0,0,10,42,350,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,554,0,0,0,0,0,8,0,19,62,0,0,0,0,26,708,0,0,0,0,0,0,3,0,76,0,0,0,12,0,0,0,0,1,0,0,2,0,0,0,0,44,13,0,0,0,0,1835,0,0,42,0,0,2,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,63,41,0,115,0,0,12,2,12,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,360,0,0,0,259,0,0,0,0,0,0,0,0,97,0,0,3,1,0,4,0,10,0,0,0,1,40,0,0,0,348,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,145,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,34,0,21,28,0,0,40,0,0,7,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,2,2525,0,0,0,3,0,0,0,3,0,0,0,42,0,178,0,94,0,2,4939,0,0,0,0,0,0,0
"SRR11825886",0,0,24,0,6,0,0,0,0,0,0,15,0,31,0,0,2,0,0,16,0,0,1551,0,0,0,20,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,0,152,0,136,0,0,44,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,40,0,0,14,0,429,0,0,0,78,0,0,0,2,0,0,0,0,8,8,0,0,8,1,0,0,0,0,0,0,2,2,0,0,0,11,3,0,0,0,0,8593,0,0,9,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,5,221,0,0,5,0,0,42,0,2,6,0,0,8,2,0,15,0,20,145,278,46,0,390,20,16,0,0,0,1,0,5,1156,0,0,0,0,3,7,803,62,0,0,0,3,0,225,0,0,0,0,0,33,0,0,0,0,0,0,0,0,47,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,5,0,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,13,48,0,30,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,34,554,720,0,0,0,0,0,9,0,9,0,0,0,1,0,91,0,30,0,0,391,2256,0,0,0,4,0,0
"SRR11825887",0,0,675,0,18,0,0,143,8,6,0,0,27,23,0,0,0,0,0,7,0,0,181,0,1,0,169,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,1982,90,17,3,191,0,0,113,6,515,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,155,0,0,0,0,0,120,0,12,20,0,0,3,0,0,11,0,0,0,0,0,0,0,0,16,2,0,0,36,0,0,0,0,0,0,0,12,0,0,0,2,139,5,0,0,0,0,6913,0,7,3,0,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,56,0,0,3,0,0,3,6,0,0,0,0,19,35,0,10,0,0,639,208,0,1,113,226,170,87,0,2,14,0,0,4,0,0,0,0,0,0,48,2,0,0,0,5,9,17,0,0,0,0,0,27,0,0,0,0,0,0,0,0,32,0,1,14,0,0,5,0,1,0,0,3,0,71,0,0,0,194,0,0,0,0,0,2,7,0,0,225,0,0,0,1,0,0,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,547,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,33,1664,0,0,0,0,0,6,0,0,21,0,10,0,0,218,13,243,0,0,1160,536,0,1,0,112,0,0
"SRR11825888",0,0,0,0,26,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,8,0,23,0,4,6,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,111,0,0,0,599,0,0,118,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1148,0,0,1,0,0,0,0,1,12,0,0,0,0,0,0,0,0,1,59,0,0,0,0,0,0,14,2,0,0,162,0,0,0,23,0,21,0,0,0,0,15634,0,12,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,851,0,0,1302,9,0,0,241,19,0,0,5,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,5,0,0,0,4,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,398,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,694,0,0,0,76,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4201,0,0,0,0,0,0,0
"SRR11825889",0,0,45,0,17,0,0,58,13,64,13,3,3,29,0,0,0,0,0,0,0,0,4933,0,4,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,712,9,9,6,262,0,0,315,0,310,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,88,0,3,70,0,0,0,0,0,129,0,0,0,0,0,0,1,0,44,0,0,0,19,0,0,0,0,6,0,0,1509,0,0,0,0,43,26,0,0,0,0,5793,0,0,0,4,0,0,0,26,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,57,0,11,0,0,146,37,6,5,82,374,47,53,10,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2142,0,0,133,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,1584,0,0,5,0,0,0,0,0,0,0,0,5,0,122,0,90,0,0,2230,1,0,0,0,0,0,0
"SRR11825890",0,0,0,1,14,0,0,2,0,0,0,39,0,163,0,0,0,0,0,2,0,33,6,0,59,0,220,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,708,0,12,4,507,0,0,38,1,0,48,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,2,220,0,0,0,0,0,62,0,0,0,0,0,0,0,0,7,0,0,0,32,0,0,0,7,0,0,0,0,9,0,0,0,46,5,0,0,0,0,14700,0,0,0,0,0,0,0,24,0,0,0,45,0,0,0,0,0,0,4,0,7,0,0,0,0,0,8,4,0,0,0,0,60,0,10,1,0,0,32,0,12,4,0,144,0,0,0,1,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,110,0,0,0,0,7,0,0,0,27,0,0,25,0,0,26,0,0,0,0,0,0,30,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,45,1414,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1458,0,0,6,0,0,0,0,2,5,1,4,36,0,249,37,60,0,0,759,0,0,0,0,0,0,0
"SRR11825891",29,0,0,0,13,0,0,0,0,28,0,0,113,81,0,0,3,0,0,1,0,0,10,0,0,0,1,10,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2886,0,97,31,187,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,40,124,0,0,12,0,0,0,22,0,2621,0,0,0,0,8803,0,8,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,27,0,2,6,0,3080,0,0,185,205,0,0,285,0,0,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,10,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1768,50,0,0,0,104,0,0
"SRR11825892",0,0,17,5,28,0,0,256,7,71,15,15,0,32,0,0,0,0,0,2,0,0,3601,0,178,0,113,15,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,327,27,6,14,450,0,0,134,9,2540,16,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,860,0,0,0,0,0,54,0,3,307,0,0,0,0,0,147,0,0,0,0,0,0,0,0,50,0,0,0,78,0,0,0,0,5,0,0,25,0,0,0,0,13,259,0,0,0,0,5083,0,0,23,9,0,0,0,1,0,0,0,49,0,0,0,0,0,2,8,0,0,0,0,6,0,0,40,0,97,0,0,0,21,3,17,10,0,0,84,11,25,6,39,41,0,0,0,0,18,0,0,28,0,0,0,0,0,0,8,7,0,0,0,2,0,32,0,0,22,0,0,151,0,0,0,0,54,0,0,0,368,0,2,5,1,0,7,0,29,0,0,11,0,116,0,0,0,8,0,3,0,0,0,0,20,0,0,48,2,0,0,0,6,14,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25,292,0,0,298,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,42,2934,0,0,1,0,0,1,0,2,3,0,0,26,0,354,12,528,0,0,4734,2,0,0,0,0,0,0
"SRR11825893",0,0,10,0,56,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,29,0,124,0,306,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,1,0,0,0,12,20,24027,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,0,0,191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,9,0,0,0,0,0,0
"SRR11825894",0,0,17,0,4,0,0,0,435,13,7,80,0,11,0,0,0,0,0,27,0,0,3252,0,171,0,146,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,185,0,56,1,1270,0,0,376,23,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,3,0,0,399,0,0,0,0,0,263,0,0,0,0,0,0,8,0,0,1,0,0,83,0,0,0,6,1,0,0,0,0,0,0,0,183,101,0,0,0,0,6106,0,0,39,1,0,0,0,1,0,0,0,25,0,0,0,0,0,2,12,0,3,0,0,4,0,0,43,0,0,0,0,0,14,47,0,417,0,0,3,4,11,1,0,145,18,0,0,1,9,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,8,0,0,2,2,0,2,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,7,0,0,5,86,5,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1808,698,0,0,0,0,0,0,0,0,0,0,0,29,0,307,0,28,0,0,1757,13,0,0,0,6,0,0
"SRR11825895",0,0,3,0,11,0,0,0,0,0,0,45,10,344,0,0,0,0,0,15,0,13,325,0,2,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1418,0,92,0,333,0,0,54,0,0,16,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,28,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,4,3064,0,0,0,0,1311,0,0,1,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,3,0,3,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,110,0,8,0,0,8,0,0,49,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,1,0,17,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,1,0,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,276,3736,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,435,466,0,0,0,0,0,0
"SRR11825896",3,0,0,0,5,0,0,0,0,7,0,0,1,12,0,12,2,0,0,0,0,0,4,0,2458,0,8,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,1984,0,33,6,257,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,15,0,3,2,0,0,0,12,0,0,0,0,0,1,0,0,0,0,1,85,0,0,31,0,0,0,5,38,0,0,0,0,0,0,1,30,26,0,0,0,0,187,0,0,0,0,0,0,0,64,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,42,0,9,2,0,8175,0,0,245,0,0,1,0,61,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,192,0,0,67,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,339,0,0,0,0,0,0,0,3,0,5,0,379,0,0,0,0,0,3,805,5,0,0,0,0,0,0
"SRR11825897",0,0,4,0,0,0,0,0,41,26,0,37,55,46,0,0,0,0,0,10,0,34,0,0,902,0,124,1,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,1,0,163,2,625,4,604,0,0,7,8,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,17,583,0,0,34,0,0,10,0,58,138,0,0,0,0,0,405,0,0,0,0,0,0,1,0,4,87,0,0,25,2,0,0,0,0,0,0,46,0,0,0,0,75,8,19,0,0,0,99,0,1,108,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88,3,2,0,0,0,378,5,90,11,0,0,67,0,49,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,3,0,0,9,0,0,7,0,0,0,0,3,0,0,0,226,0,0,0,1062,0,1,5,0,0,0,15,5,1,0,0,0,0,0,0,0,1,0,0,10,0,0,85,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,8,0,0,19,0,0,0,0,8,0,0,0,6,0,0,42,12,1,0,1,0,0,0,120,1739,0,0,0,0,0,0,0,0,1,0,0,10,0,132,1,472,0,3,3015,0,0,1,0,0,0,0
"SRR11825898",0,0,7,1,10,0,0,230,0,151,23,4,0,145,0,0,0,0,0,3,0,48,640,0,0,0,168,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,342,70,17,19,242,0,0,69,0,447,118,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,191,0,0,0,0,0,220,0,0,6,0,0,0,0,0,386,0,0,0,0,0,0,11,0,86,3,0,0,54,0,0,0,0,0,0,0,365,0,0,0,0,8,100,0,0,0,0,8296,0,0,7,9,0,0,0,4,0,0,0,99,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,26,29,2,207,0,0,45,12,17,0,11,279,56,5,0,0,32,0,0,15,0,0,0,0,0,0,0,2,0,0,0,4,5,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,17,0,0,2,0,0,3,0,1,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,340,0,0,222,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,2270,0,0,0,0,0,6,0,0,1,0,0,3,0,1448,0,149,0,0,1634,0,0,0,0,0,0,0
"SRR11825899",0,0,13,0,17,0,0,112,39,22,0,18,0,689,0,0,0,0,0,1,0,0,1558,0,37,0,29,18,0,1,0,0,0,2,0,0,74,0,0,0,0,0,0,5,0,66,0,416,7,1330,0,0,154,0,1509,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62,0,0,0,0,0,1,0,21,378,0,0,0,8,0,205,0,0,0,0,0,0,0,0,0,11,0,0,174,0,0,0,2,0,0,0,0,0,0,0,3,101,107,0,0,0,0,2413,0,0,7,4,0,9,0,3,0,0,0,126,2,0,0,0,0,0,5,0,18,0,0,4,0,0,311,3,0,0,2,0,13,0,0,12,0,0,42,5,26,3,2,61,0,0,1,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,1,0,0,0,0,0,169,0,0,0,0,0,0,0,0,370,0,0,0,4,0,5,0,1,0,0,0,0,26,0,0,0,8,0,0,0,7,0,0,0,4,2,23,0,0,0,6,14,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,187,3,0,52,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,911,3145,0,0,2,0,0,0,0,0,0,0,0,9,0,424,30,56,0,0,772,218,0,0,0,0,0,0
"SRR11825900",48,0,0,13,0,7,0,0,0,0,0,0,307,17,0,4,0,0,0,0,0,0,0,0,4250,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,54,0,14393,4,495,0,0,43,0,0,0,0,0,0,0,0,12,0,34,0,0,0,0,5,0,0,51,1,0,0,0,0,0,2,0,0,185,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,7,0,1,0,0,0,0,75,0,1486,31,0,0,0,2,0,20,732,4,0,0,0,9,0,24,0,0,0,0,0,0,5,0,8,0,0,0,0,1,0,0,0,0,0,0,123,0,97,0,0,10,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,0,0,0,42,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,2,0,1,0,37,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,209,0,0,0,0,0,0,1286,0,0,0,0,0,0,0
"SRR11825901",55,0,0,0,0,0,0,1,0,2,0,0,240,340,0,0,0,0,0,2,0,1,8,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,94,2,63,2,9804,0,0,218,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,74,0,0,1293,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,45,0,0,7,0,0,0,320,0,12515,0,0,0,0,129,0,0,0,0,0,0,0,40,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,20,6,0,13,0,0,671,5,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,34,0,0,0,0,0,0,0,0,2,0,0,1,0,17,0,4,0,0,713,4,0,0,0,0,0,0
"SRR11825902",12,0,0,11,20,24,0,0,94,2,0,0,2,8,0,0,0,0,0,9,5,0,10,0,816,0,1,0,2,0,2,0,3,0,0,0,34,1,0,0,0,0,0,0,0,56,1,19201,0,325,0,0,0,0,0,0,0,12,0,0,0,6,0,7,0,0,0,0,4,0,0,86,1967,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,8,0,0,0,0,22,0,79,1,0,0,3,0,0,0,223,15,0,834,0,71,0,0,2100,0,764,141,109,0,0,4,0,0,459,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,74,0,0,0,0,16,0,0,0,11,0,2,1,0,24,0,10,14,0,0,141,0,5,2,0,3,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2836,0,0,0,0,0,0,0,0,0,0,0,1,148,0,1,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,3,0,4,0,110,0,14,0,0,0,50,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,28,0,0,4,66,0,3,243,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,15,0,0,0,0,1,0,487,0,309,3,84,0,2,2258,0,0,0,0,0,0,0
