"","[Clostridium] innocuum group","[Eubacterium] brachy group","[Eubacterium] eligens group","[Eubacterium] fissicatena group","[Eubacterium] hallii group","[Eubacterium] nodatum group","[Eubacterium] oxidoreducens group","[Eubacterium] ruminantium group","[Eubacterium] siraeum group","[Eubacterium] ventriosum group","[Eubacterium] xylanophilum group","[Ruminococcus] gauvreauii group","[Ruminococcus] gnavus group","[Ruminococcus] torques group","Abiotrophia","Acetanaerobacterium","Acidaminococcus","Acinetobacter","Actinobacillus","Actinomyces","Actinotignum","Adlercreutzia","Agathobacter","Aggregatibacter","Akkermansia","Aliihoeflea","Alistipes","Allisonella","Alloprevotella","Alloscardovia","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevundimonas","Bulleidia","Butyricicoccus","Butyricimonas","CAG-352","CAG-56","CAG-873","Caldicoprobacter","Campylobacter","Candidatus Hepatoplasma","Candidatus Saccharimonas","Candidatus Soleaferrea","Candidatus Stoquefichus","Catabacter","Catenibacillus","Catenibacterium","Cellulosilyticum","Cetobacterium","Chelativorans","CHKCI001","CHKCI002","Christensenella","Christensenellaceae R-7 group","Chryseobacterium","Citrobacter","Cloacibacillus","Cloacibacterium","Clostridioides","Clostridium sensu stricto 1","Clostridium sensu stricto 13","Colidextribacter","Collinsella","Comamonas","Companilactobacillus","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Coriobacteriaceae UCG-003","Corynebacterium","Cronobacter","Cryptobacterium","Cuneatibacter","Curvibacter","Defluviitaleaceae UCG-011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Dysgonomonas","Edwardsiella","Eggerthella","Eisenbergiella","Empedobacter","Enorma","Enterobacter","Enterococcus","Enterorhabdus","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae UCG-003","Escherichia-Shigella","Eubacterium","Ezakiella","F0332","Facklamia","Faecalibacterium","Faecalicoccus","Faecalitalea","Family XIII AD3011 group","Family XIII UCG-001","Fastidiosipila","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fructilactobacillus","Fusicatenibacter","Fusobacterium","Gallicola","Gardnerella","GCA-900066575","GCA-900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Hafnia-Obesumbacterium","Halarcobacter","Halomonas","Harryflintia","Herbaspirillum","Holdemanella","Holdemania","Howardella","HT002","Hungatella","Hypnocyclicus","Incertae Sedis","Intestinibacter","Intestinimonas","Klebsiella","Kurthia","Lachnoanaerobaculum","Lachnoclostridium","Lachnospira","Lachnospiraceae FCS020 group","Lachnospiraceae NC2004 group","Lachnospiraceae ND3007 group","Lachnospiraceae NK4A136 group","Lachnospiraceae UCG-001","Lachnospiraceae UCG-003","Lachnospiraceae UCG-004","Lachnospiraceae UCG-008","Lachnospiraceae UCG-010","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Lawsonella","Lelliottia","Leuconostoc","Levilactobacillus","Ligilactobacillus","Limosilactobacillus","Lysinibacillus","Mailhella","Malaciobacter","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Mitsuokella","Mobiluncus","Mogibacterium","Monoglobus","Morganella","Murdochiella","Muricauda","Murimonas","Negativibacillus","Negativicoccus","Neisseria","Nesterenkonia","NK4A214 group","Nosocomiicoccus","Oceanicaulis","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oscillospira","Oxalobacter","Paenalcaligenes","Paeniclostridium","Paludicola","Papillibacter","Parabacteroides","Paraclostridium","Paracoccus","Paraeggerthella","Paraprevotella","Parascardovia","Parasutterella","Parvibacter","Parvimonas","Pediococcus","Pelagibacterium","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Photobacterium","Pluralibacter","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae Ga6A1 group","Prevotellaceae NK3B31 group","Prevotellaceae UCG-001","Prevotellaceae UCG-003","Propionigenium","Proteiniphilum","Proteus","Providencia","Pseudocitrobacter","Pseudoclavibacter","Pseudoflavonifractor","Pseudoglutamicibacter","Pseudomonas","Pseudoramibacter","Pseudoscardovia","Pygmaiobacter","Pyramidobacter","Raoultella","Raoultibacter","Rikenellaceae RC9 gut group","Robinsoniella","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5-A14a","Salmonella","Sanguibacteroides","Sarcina","Scardovia","Sediminibacterium","Sediminispirochaeta","Selenomonas","Sellimonas","Senegalimassilia","Serratia","Shuttleworthia","Slackia","Solobacterium","Sphingobacterium","Sphingomonas","Staphylococcus","Stenotrophomonas","Stomatobaculum","Streptococcus","Subdoligranulum","Succinivibrio","Sunxiuqinia","Sutterella","Synergistes","Tepidimicrobium","Terrisporobacter","TM7a","TM7x","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5-1-2E3","UCG-002","UCG-003","UCG-005","UCG-007","UCG-009","Unknown","Veillonella","Vibrio","Victivallis","W5053","Weissella","Wohlfahrtiimonas","ZOR0006"
"SRR11825921",18,2,28,0,37,0,0,0,0,13,0,0,43,13,0,0,5,0,0,0,0,0,1593,0,124,0,2,0,0,0,0,0,0,0,0,0,82,0,4,0,0,0,0,0,0,51,0,11229,11,1437,0,0,21,0,2081,0,0,0,0,0,0,5,0,0,0,0,8,0,4,0,0,1,66,0,0,0,0,0,112,0,9,5,0,0,0,0,0,950,0,0,0,0,0,1,27,0,0,532,0,0,9,2,0,0,97,33,0,1,9,3,0,1,180,0,13,0,0,0,0,2298,0,4,13,0,0,0,0,37,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,81,0,0,95,0,268,67,3,4,0,0,462,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,2,0,17,0,11,0,0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,674,0,0,796,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,13,0,0,9,0,0,55,0,8,1,2,0,0,796,20,0,0,0,0,0,0
"SRR11825922",23,0,0,1,100,1,0,0,0,0,0,0,10,512,0,10,413,0,0,24,0,0,1,0,11,0,93,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,229,101,15507,2,2322,0,0,13,6,7,0,0,0,0,0,0,70,0,2,56,0,0,0,4,0,0,6,0,0,21,0,0,0,3,0,34,2542,0,0,0,0,0,1,0,4,0,0,4,0,0,0,0,1,0,0,1,3,0,0,118,22,0,0,16,46,0,0,181,0,208,3,3,0,0,214,0,28,101,4,0,0,0,135,0,0,0,23,0,0,0,0,5,0,129,0,0,0,0,7,0,0,0,15,1,0,86,0,187,4,23,81,0,0,111,7,0,0,0,30,0,0,0,0,0,0,0,0,0,2,0,0,8,0,915,14,0,0,0,8,0,59,0,0,0,0,11,555,0,0,0,0,0,0,0,1,441,0,0,3,1,0,92,0,0,0,0,3,4,27,0,0,0,2,0,5,0,0,0,4,0,3,0,35,4,0,0,0,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,51,0,1,0,0,0,0,0,0,0,0,161,10,0,0,0,0,0,0,0,0,0,0,0,184,0,373,0,0,0,0,4222,4,0,0,0,11,0,0
"SRR11825923",0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,16081,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,419,0,0,0,0,0,0,223,68,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5,0,0,0,7,0,0
"SRR11825924",9,16,0,0,0,0,0,0,0,8,0,0,52,0,0,0,97,0,0,6,0,3,0,0,858,0,30,1,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,1,0,41,8,10469,3,275,0,0,1,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,36,15,183,0,1,37,0,0,2,0,0,782,0,0,0,17,0,0,0,0,0,0,0,0,1,0,4,0,0,0,52,0,0,0,18,47,0,1,0,8,0,0,28,0,37,69,0,0,0,18,0,0,34,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,5,0,0,0,16,0,0,65,0,38,0,2,0,0,0,112,0,9,0,0,3,0,0,0,1,0,0,0,168,0,19,0,0,0,0,26,3,0,0,0,0,1,0,0,72,0,0,0,3,0,0,0,0,0,0,0,1,27,0,1,1,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,15,0,0,0,0,0,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,2,2,0,110,0,0,0,0,2,0,0,0,3,266,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,9,0,0,39,0,73,2,33,0,0,2346,1,0,1,0,0,0,0
"SRR11825925",23,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,7,0,0,0,0,9039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,0,293,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,6,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,43,0,0,0,24,0,0,87,0,5225,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,3,0,0,0,0,0,0,3,0,2,127,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,69,5,0,0,0,0,0,0,0,2,0,0,0,104,0,0,0,0,0,0,171,0,0,0,0,220,0,0
"SRR11825926",0,0,0,0,6,0,0,0,0,1,0,77,0,61,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,117,0,7304,0,57,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,345,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,3,0,2,1,1,0,0,15,6,2,0,0,0,0,11217,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,5,0,10,0,0,27,12,1,0,0,30,0,0,2,0,0,0,0,562,0,0,0,0,0,0,96,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,1,0,0,0,16,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,0,0,0,0,0,0,0,0,0,2,0,7,0,52,1,1,0,0,166,23,0,0,0,0,0,0
"SRR11825927",13,0,2,0,0,0,0,0,0,0,0,0,240,2,0,0,0,0,0,0,0,0,6,0,11,0,21,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,5,0,7265,0,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,18,0,0,32,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,51,2,0,0,0,30,0,0,0,0,6699,0,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,2,0,0,26,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1883,0,0,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0
"SRR11825928",1,3,38,0,10,0,0,0,0,39,0,6,0,28,0,0,7,0,0,0,0,59,63,0,14,0,89,1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,734,34,43,0,436,0,0,63,3,0,220,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,31,0,1,2,0,0,0,15,0,102,0,0,0,0,0,0,0,0,0,617,0,0,99,0,0,0,3,6,0,20,0,1,0,0,4,0,6,0,0,0,0,9382,0,3,9,0,0,0,0,8,0,0,0,80,0,0,0,0,0,0,18,0,0,0,0,5,0,0,0,12,0,0,9,0,22,2,7,0,0,0,41,3,14,0,4,48,1,0,3,3,1,0,0,0,0,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,3,0,64,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,299,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1857,0,0,0,0,0,0,0,1,2,0,0,6,0,62,3,31,0,0,269,1,0,0,0,0,0,0
"SRR11825929",3,0,35,0,17,0,0,82,6,6,0,32,0,276,0,0,0,0,0,3,0,11,1024,0,0,0,6,0,17,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,19,3,311,0,1693,0,0,153,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,479,0,0,0,0,0,1157,0,5,285,0,0,0,0,0,236,0,1,0,1,0,0,12,0,0,0,0,0,135,3,0,0,0,0,0,0,0,0,49,0,1,47,9,0,0,0,0,583,0,0,14,3,0,7,0,2,0,0,0,46,0,0,0,0,0,1,0,0,1,0,0,7,0,1,0,2,0,0,0,0,26,7,0,0,0,0,4,16,32,2,0,30,9,0,0,0,0,0,0,7,10,0,0,27,1,0,0,14,0,0,0,4,0,0,0,58,3,0,0,216,0,0,0,0,0,0,0,0,39,0,3,2,6,0,1,0,0,0,0,7,1,6,0,0,0,0,0,0,0,0,0,4,0,1,1,10,0,0,0,1,4,34,169,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,179,2,0,49,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,3,0,0,0,13,2681,0,0,2,0,0,0,0,4,1,0,0,1,0,203,4,60,0,0,4036,12,0,0,0,12,0,0
"SRR11825930",10,0,0,3,0,38,0,0,0,0,0,0,12,10,0,1,171,0,0,6,0,0,631,0,2797,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,88,7576,2,158,0,0,7,2,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,648,100,0,0,0,0,0,2,0,0,1972,0,0,0,4,0,0,0,6,0,0,0,0,2,0,75,0,5,0,0,10,0,0,67,57,0,0,0,65,0,0,16,0,126,63,0,0,0,3,0,17,199,2,0,0,0,3,0,0,0,0,0,0,0,0,18,0,88,0,0,0,0,0,0,0,0,7,0,7,11,0,140,10,21,99,0,0,182,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,3,0,17,0,0,0,0,0,0,32,0,0,0,0,0,40,0,0,0,0,1,0,0,0,122,0,0,0,0,0,2,0,0,0,0,38,0,50,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,34,0,0,0,61,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,95,3,0,0,0,0,0,0,0,0,1,0,0,206,0,325,0,48,0,0,662,0,0,0,0,0,0,0
"SRR11825931",0,0,147,1,7,0,0,370,0,56,0,13,0,2,0,0,0,0,0,0,0,5,399,0,0,0,68,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,224,28,11,0,271,0,0,129,12,0,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,43,0,0,0,0,0,1612,0,55,72,0,0,0,0,0,419,0,0,0,0,0,0,0,0,1,20,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,20,2766,0,0,0,0,6481,0,0,0,0,0,0,0,17,2,2,0,29,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,18,17,0,0,0,0,84,106,0,0,7,55,24,0,5,0,25,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,52,0,0,0,0,8,0,0,0,0,0,0,26,0,0,0,16,0,0,52,2,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,1176,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,59,1353,0,0,158,0,0,0,0,0,0,0,0,0,23,0,16,0,0,0,0,0,0,0,29,4634,0,0,0,0,0,0,0,0,3,12,0,25,0,610,2,0,0,0,1490,19,0,0,0,70,0,0
"SRR11825932",0,0,17,0,340,28,0,12,0,0,0,0,4,30,5,0,0,0,0,425,0,23,522,21,2,0,32,0,0,0,0,0,1,0,0,0,1624,0,0,0,0,0,0,41,0,472,0,8940,94,1020,0,0,90,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,1197,0,0,1551,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,84,0,0,0,25,1,0,0,0,0,0,0,3,169,38,1,0,0,0,521,0,0,49,0,0,0,0,5,0,27,0,101,2,0,0,0,0,77,9,57,185,0,0,12,0,0,0,1,0,0,0,0,7,0,2,2,0,0,50,0,9,0,0,346,0,0,0,0,11,0,0,0,0,1,0,0,0,0,7,0,0,0,0,5,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,11,2,7,0,0,0,0,0,1,33,0,0,0,0,0,35,0,3,0,2,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,170,21,0,458,0,0,0,0,0,0,0,0,25,0,0,13,55,18,0,0,0,0,0,633,48,0,0,0,0,0,0,0,136,152,0,0,141,29,21,0,0,0,0,1200,20,0,0,0,1,0,0
"SRR11825933",0,1,5,0,11,0,0,4,14,64,9,151,2,160,0,0,0,0,0,0,0,101,171,0,4,0,56,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,123,5,293,0,809,0,0,1,0,1,203,0,0,0,0,0,2,1,0,0,0,0,0,3,0,8,6,349,0,0,3,0,0,136,0,4,0,0,0,0,0,0,146,0,0,0,0,0,0,20,0,13,86,0,0,96,7,0,0,4,3,0,16,0,0,6,0,0,78,17,4,1,0,0,618,0,2,16,2,0,6,0,0,0,8,0,746,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,66,2,4,4,0,0,6,12,21,2,7,11,36,15,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,40,0,4,0,129,0,0,0,51,0,0,0,0,0,0,0,0,11,0,1,21,9,0,0,0,2,0,0,2,2,9,0,0,0,0,0,0,0,0,0,3,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,11,311,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6308,0,0,0,0,0,0,0,2,9,0,0,9,0,69,3,27,0,0,990,0,0,0,0,0,0,0
"SRR11825934",0,0,123,1,10,0,0,561,0,7,0,0,0,67,0,0,0,0,0,2,0,0,401,0,3,0,211,0,23,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1260,122,5,3,450,0,0,62,34,637,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,52,0,0,0,0,0,126,0,2,46,0,0,0,0,0,952,0,0,0,0,0,0,15,0,21,0,0,0,12,0,0,0,7,1,0,0,0,0,0,0,0,8,74,0,0,0,0,2360,0,0,28,7,0,1,0,12,0,0,0,40,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,17,6,4,0,0,0,7,48,0,1,0,276,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0,94,0,0,6,0,0,43,0,0,0,0,3,0,134,0,0,0,0,0,0,0,4,0,0,0,0,0,24,0,0,0,4,0,449,1151,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,597,0,0,190,0,0,0,0,0,0,0,0,0,40,0,0,3,0,0,0,0,0,0,3,1230,0,0,25,0,0,0,0,0,0,0,0,27,0,591,39,185,0,0,551,0,0,0,0,0,0,0
"SRR11825935",0,0,8,0,2,0,0,0,0,0,0,13,0,9,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5639,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,54,0,0,20,0,0,0,0,0,0,0,2,17,0,0,0,28,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,505,0,0,0,1,3,0,11116,1227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,31,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,264,2,0,0,0,0,0,0
"SRR11825936",3,0,0,0,1,8,0,0,0,0,0,0,332,5,29,0,0,0,0,214,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,27,0,17,0,4165,240,330,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,37,0,0,8,3,0,0,0,14,0,15129,66,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,0,29,0,0,0,2,0,0,0,0,0,0,0,0,7,4,2,18,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,29,2,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,193,0,11,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,248,6,0,0,0,0,0,0,0,129,2,0,0,9,0,1,0,0,0,0,383,5,0,0,0,0,0,0
"SRR11825937",0,0,142,0,6,0,0,22,0,8,0,8,2,55,0,0,0,0,0,0,0,6,1648,0,3,0,78,5,82,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,73,0,65,7,42,0,0,95,9,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,223,0,0,0,0,0,61,0,4,65,0,0,0,0,0,681,0,0,0,0,0,0,5,0,188,0,0,0,11,7,0,0,1,7,0,0,13,0,0,0,0,30,30,0,0,0,0,3939,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,1,0,0,0,9,0,0,1,0,0,48,13,0,0,0,0,0,62,12,232,0,0,47,78,6,0,3,70,0,0,1,0,13,0,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,0,0,17,0,0,0,0,2,0,0,0,87,0,1,9,0,0,12,0,14,0,0,0,0,58,0,0,0,10,0,0,0,0,0,0,0,0,0,21,0,0,0,0,683,0,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,609,2,0,157,0,0,0,0,0,0,0,0,0,104,0,0,3,0,0,0,0,0,2,27,2487,0,0,0,0,0,60,0,0,18,0,0,10,0,294,21,228,0,0,1953,39,0,0,0,3,0,0
"SRR11825938",4,0,43,0,22,0,0,0,0,0,0,169,8,2067,0,0,0,0,0,3,0,1,293,0,0,0,2,1,0,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,105,0,2484,0,113,0,0,34,0,5334,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,184,0,0,186,0,0,0,3,0,74,0,0,0,0,0,0,0,0,0,2,0,0,51,0,0,0,7,0,0,0,0,0,0,0,6,211,6,0,0,0,0,2009,0,0,0,0,0,0,0,4,0,0,0,162,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,4,120,0,0,0,0,127,28,24,0,12,22,0,0,0,0,0,0,0,12,0,0,0,0,0,0,168,16,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,325,0,0,0,0,0,0,54,2,0,0,0,0,355,0,0,0,1,0,0,0,0,0,20,1798,0,0,0,0,0,69,0,1,11,0,9,0,0,10,4,0,0,0,1290,12,0,0,0,0,0,0
