"","[Clostridium] innocuum group","[Eubacterium] brachy group","[Eubacterium] eligens group","[Eubacterium] fissicatena group","[Eubacterium] hallii group","[Eubacterium] nodatum group","[Eubacterium] ruminantium group","[Eubacterium] siraeum group","[Eubacterium] ventriosum group","[Eubacterium] xylanophilum group","[Ruminococcus] gauvreauii group","[Ruminococcus] gnavus group","[Ruminococcus] torques group","Abiotrophia","Acetanaerobacterium","Achromobacter","Acidaminococcus","Acinetobacter","Actinomyces","Adlercreutzia","Aeromonas","Agathobacter","Aggregatibacter","Akkermansia","AKYG587","Alcaligenes","Algoriphagus","Alistipes","Alkanindiges","Allisonella","Alloprevotella","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Alloscardovia","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaerolinea","Anaeroplasma","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Arenimonas","Asticcacaulis","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brachybacterium","Brevibacillus","Brevundimonas","Butyricicoccus","Butyricimonas","CAG-352","CAG-56","Candidatus Kuenenia","Candidatus Saccharimonas","Candidatus Soleaferrea","Candidatus Stoquefichus","Capnocytophaga","Cardiobacterium","Carnobacterium","Catabacter","Catenibacillus","Catenibacterium","Cellulosilyticum","CHKCI001","CHKCI002","Christensenella","Christensenellaceae R-7 group","Chroococcidiopsis SAG 2023","Chryseobacterium","Citrobacter","Cloacibacillus","Clostridioides","Clostridium sensu stricto 1","Cnuella","Colidextribacter","Collinsella","Companilactobacillus","Coprobacillus","Coprobacter","Coprococcus","Corynebacterium","Cuneatibacter","Curvibacter","Cutibacterium","Defluviitaleaceae UCG-011","Deinococcus","Desulfobacca","Desulfovibrio","Dialister","Dielma","Dorea","DTU089","Eggerthella","Eisenbergiella","Enhydrobacter","Enorma","Ensifer","Enterobacter","Enterococcus","Enterorhabdus","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae UCG-003","Erysipelotrichaceae UCG-006","Escherichia-Shigella","Eubacterium","Ezakiella","F0332","Faecalibacterium","Faecalicoccus","Faecalitalea","Family XIII AD3011 group","Family XIII UCG-001","Fenollaria","Finegoldia","Flavobacterium","Flavonifractor","Fournierella","Frisingicoccus","Fructilactobacillus","Furfurilactobacillus","Fusicatenibacter","Fusobacterium","Gardnerella","GCA-900066575","GCA-900066755","Gemella","Geobacillus","Gordonibacter","Granulicatella","Haemophilus","Harryflintia","Helicobacter","Holdemanella","Holdemania","Howardella","HT002","Hungatella","Incertae Sedis","Intestinibacter","Intestinimonas","JGI-0000079-D21","Johnsonella","Klebsiella","Kocuria","Kurthia","Lachnoclostridium","Lachnospira","Lachnospiraceae AC2044 group","Lachnospiraceae FCS020 group","Lachnospiraceae NC2004 group","Lachnospiraceae ND3007 group","Lachnospiraceae NK4A136 group","Lachnospiraceae UCG-001","Lachnospiraceae UCG-003","Lachnospiraceae UCG-004","Lachnospiraceae UCG-010","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Latilactobacillus","Lawsonella","Leptolinea","Leptotrichia","Leuconostoc","Ligilactobacillus","Limnobacter","Limosilactobacillus","Longilinea","Luteimonas","Lysobacter","Macrococcus","Marvinbryantia","Massilia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Methylobacterium-Methylorubrum","Microbacterium","Micromonospora","Mitsuokella","Mobiluncus","Mogibacterium","Monoglobus","Morganella","Mycobacterium","Mycoplasma","Negativibacillus","Neisseria","Nitrospira","NK4A214 group","Nocardioides","Noviherbaspirillum","Novosphingobium","Odoribacter","OLB13","Olsenella","Oribacterium","Oscillibacter","Oscillospira","Oxalobacter","Paeniclostridium","Paeniglutamicibacter","Paenisporosarcina","Paludicola","Papillibacter","Parabacteroides","Paracoccus","Paraeggerthella","Paraprevotella","Parasutterella","Parvimonas","Patulibacter","Pediococcus","Pedobacter","Peptoclostridium","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Porphyromonas","Prevotella","Prevotella_9","Prevotellaceae Ga6A1 group","Prevotellaceae NK3B31 group","Prevotellaceae UCG-001","Propionibacterium","Propioniciclava","Proteus","Pseudarthrobacter","Pseudomonas","Pseudopropionibacterium","Psychrobacter","Pygmaiobacter","Pyramidobacter","Rahnella1","Raoultella","Raoultibacter","Rhizobacter","Rhodococcus","Rikenellaceae RC9 gut group","Robinsoniella","Romboutsia","Roseburia","Roseococcus","Rothia","Ruminiclostridium","Ruminococcus","Sanguibacteroides","Sarcina","Scardovia","Selenomonas","Sellimonas","Senegalimassilia","Shewanella","Shuttleworthia","Slackia","SM1A02","Solobacterium","Sphingomonas","Staphylococcus","Streptococcus","Streptomyces","Subdoligranulum","Sulfurimonas","Sutterella","Synergistes","Terrisporobacter","Thermus","Tissierella","TM7a","TM7x","Treponema","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UBA6140","UC5-1-2E3","UCG-002","UCG-003","UCG-004","UCG-005","UCG-008","UCG-009","Unknown","Vagococcus","Veillonella","Verrucosispora","Vibrio","Weissella"
"SRR9671474",13,77,34,4,694,1,12,0,61,0,0,26,228,0,0,0,0,7,27,166,0,71,0,7,0,3,1,145,0,1,0,0,0,0,0,7,0,0,0,0,94,0,0,0,0,1,0,2309,0,38,0,1565,0,0,0,82,25,232,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,122,0,0,0,11,0,1084,0,124,227,0,0,0,133,0,0,0,0,4,0,0,0,1,0,271,6,6,8,0,8,0,0,152,0,0,5,479,0,16730,0,0,0,1803,0,1,28,19,0,0,0,38,0,0,0,0,177,1,0,2,0,10,0,0,2,0,0,0,0,16,0,3,5,6,303,3,0,0,309,0,0,107,0,0,51,0,8,60,8,0,1,43,0,0,1,260,1,0,0,0,0,0,0,0,41,1,0,2,0,41,0,4,1,0,0,0,0,0,0,0,0,3,0,5,0,23,0,0,49,0,0,0,2,0,0,0,14,1,0,0,0,0,1,0,84,0,0,0,3,0,0,0,1,0,45,0,0,136,0,0,3,0,0,94,0,0,0,0,4,0,0,0,0,1,0,0,1,0,3,0,0,54,1080,0,26,0,46,0,0,0,0,0,0,0,0,0,3,5,0,0,3175,0,287,0,0,0,0,0,0,0,1,0,0,4,0,23,0,0,150,9,0,170,0,0,863,0,56,0,0,601
"SRR9671475",1,0,264,0,84,0,25,10,50,21,32,0,22,0,0,0,0,4,0,3,0,60,0,1,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,3,0,799,0,62,0,1009,0,0,0,170,9,2332,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,17,0,0,1,0,0,0,484,0,0,0,0,0,0,0,0,31,0,254,0,0,0,0,0,0,912,181,0,0,0,22,0,1,0,0,0,2312,0,0,1,0,0,0,0,0,0,0,0,0,28,3,0,2,0,3,0,0,0,270,0,0,172,4,0,0,0,12,31,0,0,0,69,0,0,380,101,0,10,0,121,871,5,0,3,26,0,0,0,0,0,0,0,0,0,0,1,0,986,0,0,0,0,42,0,0,8,0,0,0,0,0,0,0,0,171,0,0,0,6,0,0,36,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,15,0,0,0,0,0,0,0,0,240,0,0,0,86,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,60,1310,0,8,0,179,0,0,0,0,0,0,0,0,0,0,0,0,3,6141,0,644,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,71,1,0,573,0,0,3997,0,434,0,0,3
"SRR9671476",22,0,0,6,680,42,1343,218,124,23,48,71,380,0,0,0,0,7,3,2,0,807,0,0,0,0,0,38,0,159,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,10600,0,198,207,950,0,0,0,303,0,0,55,0,0,0,0,0,0,0,2,0,0,0,0,0,0,60,0,0,0,0,0,1,0,0,0,0,18,0,231,0,0,0,0,4,0,0,0,1236,0,69,7,34,2,0,0,0,0,7,0,0,37,358,0,449,0,0,0,1365,0,8,20,10,0,0,0,63,0,0,1,0,140,0,0,6,0,2,0,0,0,0,0,0,0,14,0,0,66,41,21,23,0,0,16,0,0,1195,56,0,3,0,60,153,0,0,214,275,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,1099,0,0,0,0,0,0,1,251,12,0,0,0,0,1,0,1734,1,0,0,74,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,1032,0,0,0,239,0,0,0,0,1,0,0,0,0,0,1,0,0,19,0,2,0,49,0,0,0,0,0,2,0,0,0,151,37,0,0,259,81,0,0,0,0,3614,0,3,0,0,0
"SRR9671477",37,1,32,0,260,0,0,8,2,0,120,2,350,0,1,0,0,16,3,5,0,11149,0,1777,0,0,0,283,0,38,0,0,0,0,1,0,0,0,0,0,181,2,0,0,0,2,0,1073,1,733,56,1229,0,0,0,115,33,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,0,18,0,0,177,0,3,2,152,0,0,0,0,0,0,0,9,0,0,387,0,29,13,0,0,0,0,132,0,0,169,34,0,174,6,0,0,3665,0,0,60,15,0,0,0,24,0,0,0,0,150,0,0,15,0,1,0,2,0,0,0,0,1147,5,0,0,2,139,36,0,0,0,1,0,0,218,27,0,8,0,23,191,0,0,7,106,0,0,5,0,0,0,0,0,0,0,18,0,12,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,217,0,0,0,0,0,0,9,0,0,0,30,0,2,0,39,0,0,0,0,0,4,0,164,0,0,397,0,1,0,0,0,0,0,0,0,572,0,0,6,672,0,0,0,0,0,0,0,4,0,0,0,116,0,0,1,0,0,0,0,196,629,0,2,0,3,0,0,0,0,0,33,0,0,0,0,1,0,1,43,0,494,0,1,0,0,1,0,0,1,0,0,0,0,16,0,0,156,10,0,21,0,7,2806,0,2,0,0,0
"SRR9671478",6,0,0,9,381,53,1768,207,68,25,49,0,411,0,0,0,0,11,0,6,0,539,0,0,0,0,0,25,0,149,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,11401,0,168,125,655,0,0,0,292,0,0,35,0,0,2,0,0,0,0,3,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,7,0,226,0,0,0,0,2,0,0,0,1286,0,54,6,9,6,0,0,0,0,3,0,0,16,299,0,120,0,0,0,1360,0,0,5,27,0,0,0,77,0,0,0,0,83,0,0,5,0,0,0,0,0,0,0,0,0,9,0,1,56,32,5,29,0,0,0,0,0,1212,60,0,4,0,60,183,0,0,246,309,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,185,0,0,0,0,0,0,1186,0,0,0,0,0,0,0,163,10,0,0,0,0,0,0,1559,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,8,629,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,43,0,0,0,0,0,2,0,0,0,117,39,0,0,170,52,0,0,0,0,2737,0,5,0,0,0
"SRR9671479",0,0,0,0,96,4,0,0,2,0,0,1194,1,2,0,0,0,126,20,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,130,0,0,0,0,37,0,150,0,238,2,729,0,0,0,226,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,3,19,0,0,0,11,0,0,0,0,0,0,0,0,2,0,87,0,4,1,0,0,0,5,0,0,0,230,2,2,1029,0,0,0,291,0,0,0,0,0,0,0,1,0,0,0,0,31,18,0,0,0,59,0,0,10,18,0,0,0,0,0,0,1,32,9,0,0,0,12577,0,0,238,31,0,0,0,2,3,0,0,2,0,0,0,45,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,4,3,259,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,3,6,0,0,0,0,0,0,3,5,0,0,0,161,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,5790,77,0,3,0,4,0,1,0,0,0,0,0,0,0,0,19,0,0,2877,0,0,0,0,0,0,1,0,0,78,0,3,0,0,0,0,0,1,0,0,0,0,0,1330,0,16,0,0,24
"SRR9671480",0,1,0,0,328,0,122,770,32,43,8,58,14,0,0,0,0,2,0,66,0,3021,0,60,0,0,0,378,0,5,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,5513,0,191,7,365,0,0,0,64,15,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,3,0,40,0,0,1,0,0,0,158,0,0,0,0,2,0,0,70,0,0,104,0,0,4,0,0,0,0,0,0,0,1,119,0,31,0,0,0,8174,0,5,9,25,0,0,0,5,0,0,0,0,100,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,42,7,0,0,1,0,0,524,13,0,10,0,42,39,64,0,24,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,67,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,31,0,0,0,22,0,0,0,9,0,0,0,0,0,0,0,125,0,0,0,36,0,0,0,0,0,10,0,0,512,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,81,1265,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,567,0,0,0,0,0,0,0,0,0,0,0,73,5,0,0,121,3,0,26,0,4,1281,0,13,0,0,0
"SRR9671481",6,0,0,0,1222,0,0,0,28,0,522,1858,1630,0,0,0,0,53,0,1,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2230,0,0,0,0,0,0,4141,1,2,0,1577,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,688,0,0,0,150,0,0,0,0,0,0,0,0,0,0,287,0,20,0,0,0,0,0,0,0,0,8,340,0,4691,0,0,0,924,0,0,0,0,0,0,0,9,0,5,0,0,228,4,0,0,0,2,0,0,3,2,0,0,0,6,0,7,0,63,0,3,0,0,0,0,0,2591,0,0,0,0,462,2,0,0,212,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,1,0,6488,0,0,0,352,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,2,712,0,2,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,10,0,1,0,0,0,0,1,0,0,5,0,0,0,0,2,0,0,0,15,0,2,0,0,894,0,3,0,0,0
"SRR9671482",41,0,0,0,4,2,2,2,0,0,0,2624,32,3,0,0,0,14,14,0,0,30,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,0,0,0,938,1,643,48,112,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,60,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,1,0,958,175,0,0,18,3,0,3642,0,0,0,43,0,0,0,0,0,0,0,79,0,0,0,0,6,2,0,0,0,6,0,0,0,0,0,0,0,0,0,12,255,11,624,0,0,0,404,0,0,4786,0,0,0,0,1,1,0,0,0,0,0,0,71,13,0,8,0,0,0,0,4179,0,8,0,0,0,0,1,0,0,100,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,3,0,0,2,0,0,1081,7,0,3,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,355,0,1,0,0,0,25,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,5149,0,850,0,17,53
"SRR9671483",3,0,0,0,3726,2,0,0,4,0,1,549,93,3,0,0,0,98,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0,0,0,0,0,0,25,0,2386,0,1713,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,0,0,1901,0,2,0,780,0,0,0,0,0,0,0,0,0,0,75,0,14,0,0,0,0,570,11,0,0,302,0,0,246,0,0,0,52,0,0,0,0,0,0,0,1,0,0,0,0,207,0,0,0,0,19,0,0,16,107,0,0,1,0,0,0,2,11,17,0,0,2,33,0,0,59,28,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,8,0,3,0,0,1,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,9770,0,0,13,0,1,0,0,0,0,13,0,0,0,0,0,2,0,0,178,0,0,0,2,0,3,4,0,0,91,0,44,0,0,0,0,0,1,0,0,0,0,0,540,0,28,0,4,0
"SRR9671484",0,0,0,0,31,0,0,0,2,0,2,24,8,5,0,0,0,500,4,8,0,6,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,22,1,93,0,173,0,0,0,27,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,3,0,0,0,0,0,0,0,7,11,0,2,0,8,1,0,0,0,154,26121,0,0,4,3,0,21,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,6,0,0,0,3,0,0,18,1,0,0,0,3,2,0,0,0,0,0,56,0,1,0,0,0,0,0,2,414,0,18,0,0,0,0,0,30,44,0,0,11,7,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,12,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,1,4,0,22,0,0,10,11,0,2,0,86,0,0,0,0,17,0,0,0,0,0,0,0,0,76,0,83,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,4,0,9,0,0,0,484,0,9,0,0,313
"SRR9671485",23,4,10,9,219,65,1,1,131,25,34,108,465,0,0,0,0,40,29,0,0,431,0,71,0,0,0,136,0,0,0,0,0,0,4,0,0,0,0,0,276,21,0,0,0,3,0,267,0,1,0,2275,0,0,0,255,9,0,8,0,0,20,0,0,0,0,3,0,0,0,0,0,0,235,0,0,0,0,0,0,0,32,0,0,0,0,237,1,0,0,0,0,0,0,0,0,0,178,5,69,28,0,0,0,4,0,0,0,151,0,0,8,0,0,0,3184,0,0,10,58,0,0,0,18,18,50,0,0,288,0,0,18,0,6,0,12,0,18,0,0,0,8,0,0,0,45,34,5,0,0,4,0,0,630,33,0,17,0,28,3838,31,0,0,122,0,0,19,0,1,0,0,0,0,0,0,0,22,0,0,0,0,6,0,694,0,0,0,1,0,0,0,0,1,231,0,0,0,151,0,0,65,0,0,0,0,0,0,6,89,10,0,0,0,0,17,0,33,2,0,0,0,0,0,0,0,0,220,0,0,47,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,523,0,25,1,988,0,0,0,0,40,0,0,0,0,0,2,0,0,3460,0,4545,0,0,0,0,0,0,0,55,0,0,0,17,123,0,0,118,12,0,407,0,43,1743,0,224,0,0,15
"SRR9671486",5,0,12,0,294,0,0,0,228,0,0,34,11,0,0,0,0,19,0,0,0,42,0,201,0,0,0,0,0,54,0,0,0,0,0,0,83,0,0,0,202,1,0,0,0,0,0,511,0,4,0,865,0,0,0,469,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2651,0,0,0,31,12,0,0,0,0,66,0,0,10,0,0,23163,0,0,0,641,0,0,10,0,0,0,0,7,0,0,0,0,579,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,223,21,0,0,0,528,0,0,280,28,0,19,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,244,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37,968,0,0,0,1590,0,0,0,0,109,0,0,0,0,0,0,0,0,129,0,1,0,0,0,1,1,0,0,3,0,0,0,0,29,0,0,24,1,0,0,0,0,784,0,91,0,0,0
"SRR9671487",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1825,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5408,0,0,1093,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,5677,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,3,0,0,0,0,52,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9749,0,0,0,0,0
"SRR9671488",2,0,21,25,5,0,3,2,4,0,1,4286,618,0,0,0,0,105,6,2,0,4,6,0,0,0,0,367,0,0,0,5,0,0,0,3,0,0,0,0,121,5,0,0,0,38,0,3618,0,609,0,3570,0,0,0,15,3,177,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,0,7,5,0,0,0,33,64,0,0,0,0,0,0,0,427,0,20,0,533,60,0,398,0,249,3223,0,0,61,0,0,9190,0,0,0,286,0,37,3,0,0,8,0,38,0,0,0,0,0,15,0,32,0,0,0,8,0,22,0,0,9,0,0,6,9,167,2,0,0,0,85,0,0,325,8,0,1,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,3,20,3,0,161,0,0,0,0,0,4,0,4,0,0,2,0,0,0,0,0,231,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,363,1,0,0,19,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,27,0,0,27,90,0,1,0,10,0,0,3,0,391,0,0,0,0,0,9,0,0,747,0,125,0,0,0,6,0,0,0,5,3,11,152,0,32,0,0,6,0,0,42,0,0,4581,0,361,0,0,0
"SRR9671489",254,18,0,20,212,0,0,0,0,0,0,7,2395,0,4,0,0,19,2,4,0,0,0,50,0,0,0,672,0,0,0,0,0,1,0,49,0,0,0,0,17,7,5,0,0,0,0,749,215,3522,54,23,0,0,0,36,119,36,0,0,0,3,0,0,0,0,9,0,0,0,0,0,19,686,0,0,0,2036,20,225,0,15,938,0,224,0,2,62,0,0,0,2,0,0,200,0,49,12,0,357,3701,0,0,0,0,480,0,14,21,0,0,477,42,0,0,6,0,0,477,0,0,0,0,15,0,64,0,9,0,0,0,0,28,0,0,6,0,0,0,0,0,10,0,0,803,135,560,104,0,0,54,0,0,575,0,0,0,0,0,0,0,0,0,10,0,0,0,4,2,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,84,1,0,0,0,0,0,2,0,0,0,0,0,0,617,0,0,0,21,0,6,0,7,0,0,0,0,0,10,0,345,0,0,0,0,0,0,0,0,0,0,0,0,938,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,105,0,10,0,0,200,1,0,0,12,4,0,0,0,0,51,0,0,0,0,0,0,0,0,25,0,54,0,0,0,0,0,1998,0,0,0,37,9,96,115,0,12,162,0,0,712,0,4,1983,0,0,0,0,0
"SRR9671490",20,0,16,1,1054,0,0,0,25,5,0,155,252,0,0,0,11,4,8,0,0,8,0,4,0,0,0,4,0,6,0,0,1,0,0,0,2,0,0,0,470,1,0,0,0,1,7,71,0,0,20,2077,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,0,2,234,0,0,0,637,5,0,0,0,0,0,0,14,0,0,90,0,5,0,0,0,0,31,19,0,0,0,50,0,2067,0,0,0,627,0,0,3,0,0,0,0,20,0,32,0,0,151,4,0,0,0,4,0,0,0,6,0,0,0,4,0,5,1,15,72,6,0,0,3284,0,0,251,5,0,9,0,63,54,0,0,3,0,0,0,62,6,0,0,0,0,0,0,5040,0,686,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,26,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,694,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,25,693,0,30,0,93,0,0,0,0,0,0,0,0,3,0,0,0,0,3293,0,414,0,0,0,4,1,0,0,2,0,4,7,0,21,0,0,0,1,0,12,0,0,1456,0,147,0,0,14
"SRR9671491",0,5,12,3,553,2,240,36,125,8,37,0,226,1,0,0,0,5,1,102,0,9,0,11,0,0,0,263,0,0,0,0,0,1,0,0,0,0,0,0,91,3,0,0,0,2,5,3366,0,371,2,1562,0,4,0,15,25,1144,108,0,0,1,0,0,0,12,1,0,0,0,0,0,6,169,0,0,18,0,0,25,0,100,0,0,10,0,157,1,0,0,0,23,0,0,31,5,0,230,7,2,3,0,0,0,40,6301,0,0,0,128,0,1056,6,0,0,1477,5,0,18,0,0,4,0,24,0,81,0,0,563,0,0,8,1,3,0,0,0,0,0,0,0,2,52,3,8,8,42,15,0,0,135,0,0,14,5,0,0,0,15,55,18,8,0,0,0,0,106,690,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,94,34,0,0,0,0,0,108,0,0,0,0,0,0,0,4,0,0,0,0,0,3,2,221,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6,0,0,23,3,0,0,0,0,101,433,0,91,0,55,0,0,0,0,14,0,0,0,0,0,0,0,0,748,0,1766,0,1,0,0,0,0,0,0,0,12,0,0,65,0,0,528,7,0,53,0,0,3721,26,7,0,0,480
