sample_id,cohort,ADurb.Bin063-1,Achromobacter,Acidaminococcus,Acidibacter,Acinetobacter,Actinocorallia,Actinomyces,Adhaeribacter,Adlercreutzia,Aeromicrobium,Aeromonas,Afipia,Agathobacter,Agromyces,Ahniella,Akkermansia,Aliihoeflea,Alistipes,Alkalicoccus,Allisonella,Alloprevotella,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Altererythrobacter,Ammoniphilus,Anaerobacillus,Anaerococcus,Anaerofilum,Anaerofustis,Anaerostipes,Anaerotruncus,Angelakisella,Aquabacterium,Aquicella,Archangium,Arenimonas,Aridibacter,Asteroleplasma,Atopobium,Azoarcus,BD1-7 clade,BIyi10,Bacillus,Bacteroides,Barnesiella,Bauldia,Bdellovibrio,Bifidobacterium,Bilophila,Blastococcus,Blautia,Bradyrhizobium,Brevundimonas,Bryobacter,Burkholderia-Caballeronia-Paraburkholderia,Butyricicoccus,Butyricimonas,CAG-352,CAG-56,CAG-873,CHKCI002,CL500-29 marine group,Caenimonas,Campylobacter,Candidatus Entotheonella,Candidatus Nitrocosmicus,Candidatus Nitrososphaera,Candidatus Soleaferrea,Candidatus Solibacter,Candidatus Udaeobacter,Castellaniella,Catabacter,Catenibacillus,Catenibacterium,Catenisphaera,Caulobacter,Cellvibrio,Chelativorans,Chitinophaga,Christensenella,Christensenellaceae R-7 group,Chryseobacterium,Chryseolinea,Chthoniobacter,Citricoccus,Citrifermentans,Citrobacter,Cloacibacillus,Clostridium sensu stricto 1,Colidextribacter,Collinsella,Comamonas,Coprobacillus,Coprobacter,Coprococcus,Coriobacteriaceae UCG-003,Corynebacterium,Cupriavidus,Curvibacter,Cutibacterium,DTU089,Dactylosporangium,Defluviitaleaceae UCG-011,Desulfovibrio,Dethiobacter,Dialister,Diaphorobacter,Dielma,Dinghuibacter,Dokdonella,Dongia,Dorea,Edaphobaculum,Eggerthella,Eisenbergiella,Ellin6055,Ellin6067,Elusimicrobium,Enhydrobacter,Enterobacter,Enterococcus,Enterorhabdus,Enteroscipio,Erysipelatoclostridium,Erysipelotrichaceae UCG-003,Erysipelotrichaceae UCG-006,Escherichia-Shigella,Eubacterium,Eubacterium brachy group,Eubacterium eligens group,Eubacterium hallii group,Eubacterium oxidoreducens group,Eubacterium ventriosum group,Ezakiella,Faecalibacterium,Faecalibaculum,Faecalitalea,Family XIII AD3011 group,Family XIII UCG-001,Fenollaria,Ferruginibacter,Finegoldia,Flavisolibacter,Flavitalea,Flavobacterium,Flavonifractor,Fluviicola,Fournierella,Frisingicoccus,Fusicatenibacter,Fusobacterium,GCA-900066575,GCA-900066755,Gaiella,Gemella,Gemmatimonas,Gordonibacter,Granulicatella,HT002,Haemophilus,Haliangium,Halomonas,Harryflintia,Hassallia,Helicobacter,Hirschia,Holdemanella,Holdemania,Howardella,Hungatella,Hyphomicrobium,IS-44,Iamia,Ilumatobacter,Incertae Sedis,Intestinibacter,Intestinimonas,JGI 0001001-H03,Klebsiella,Kribbella,Lachnoclostridium,Lachnospira,Lachnospiraceae FCS020 group,Lachnospiraceae NC2004 group,Lachnospiraceae ND3007 group,Lachnospiraceae NK3A20 group,Lachnospiraceae NK4A136 group,Lachnospiraceae UCG-001,Lachnospiraceae UCG-003,Lachnospiraceae UCG-004,Lachnospiraceae UCG-006,Lachnospiraceae UCG-010,Lacibacter,Lacticaseibacillus,Lactiplantibacillus,Lactobacillus,Lactococcus,Lactonifactor,Lacunisphaera,Latilactobacillus,Lechevalieria,Legionella,Leucobacter,Leuconostoc,Levilactobacillus,Libanicoccus,Ligilactobacillus,Limosilactobacillus,Longimicrobium,Luedemannella,Luteolibacter,Lysinibacillus,Lysobacter,MND1,Marmoricola,Marvinbryantia,Massilia,Megamonas,Megasphaera,Merdibacter,Mesorhizobium,Methanobrevibacter,Methylobacterium-Methylorubrum,Methyloceanibacter,Methylotenera,Methyloversatilis,Microbacterium,Microlunatus,Microvirga,Mitsuokella,Mogibacterium,Monoglobus,Muribaculum,Mycobacterium,NK4A214 group,Nannocystis,Negativibacillus,Nesterenkonia,Niastella,Nitrolancea,Nitrosococcus,Nitrosospira,Nitrospira,Nocardioides,Nonomuraea,Nordella,Novosphingobium,OLB17,OM27 clade,Oceanicaulis,Odoribacter,Ohtaekwangia,Olsenella,Opitutus,Oribacterium,Oscillibacter,Oscillospira,Oxalobacter,P3OB-42,Paenibacillus,Paeniclostridium,Paenisporosarcina,Pajaroellobacter,Paludicola,Pannonibacter,Papillibacter,Parabacteroides,Paracoccus,Paraprevotella,Parapusillimonas,Parasutterella,Parvimonas,Pedobacter,Pedomicrobium,Pelagibacterium,Peptococcus,Peptoniphilus,Peptostreptococcus,Peredibacter,Phascolarctobacterium,Phaselicystis,Phenylobacterium,Phocea,Polaromonas,Polyangium,Polycyclovorans,Pontibacter,Porphyromonas,Prevotella,Prevotella_7,Prevotella_9,Prevotellaceae NK3B31 group,Prevotellaceae UCG-001,Prevotellaceae UCG-003,Pseudenhygromyxa,Pseudoduganella,Pseudoflavonifractor,Pseudolabrys,Pseudomonas,Pseudonocardia,Pseudorhodoplanes,Pseudoxanthomonas,Psychrobacillus,Psychrobacter,Puia,Pyramidobacter,RB41,Ralstonia,Ramlibacter,Raoultibacter,Reyranella,Rhizobacter,Rhizocola,Rhodococcus,Rhodomicrobium,Rhodoplanes,Rikenellaceae RC9 gut group,Romboutsia,Roseburia,Rothia,Rubrobacter,Ruminococcus,Ruminococcus gnavus group,Ruminococcus torques group,SWB02,Salipaludibacillus,Salmonella,Sandaracinus,Sanguibacteroides,Sarcina,Sediminibacterium,Sellimonas,Senegalimassilia,Serratia,Shuttleworthia,Skermanella,Slackia,Sneathia,Solirubrobacter,Solitalea,Solobacterium,Sphingomonas,Sporosarcina,Staphylococcus,Stenotrophobacter,Stenotrophomonas,Steroidobacter,Streptococcus,Streptomyces,Subdoligranulum,Subgroup 10,Succinivibrio,Sulfurifustis,Sumerlaea,Sutterella,TM7x,Taibaiella,Terrimonas,Terrisporobacter,Thermus,Truepera,Tumebacillus,Turicibacter,Tuzzerella,Tyzzerella,UBA1819,UC5-1-2E3,UCG-002,UCG-003,UCG-004,UCG-005,UCG-007,UCG-009,UTCFX1,Undibacterium,V9D2013 group,Veillonella,Vibrionimonas,Vicinamibacter,Victivallis,Virgisporangium,Weissella,Woeseia,YC-ZSS-LKJ147,Z20,[Bacteroides] pectinophilus group,[Clostridium] innocuum group,[Eubacterium] fissicatena group,[Eubacterium] nodatum group,[Eubacterium] ruminantium group,[Eubacterium] siraeum group,[Eubacterium] tenue group,[Eubacterium] xylanophilum group,[Ruminococcus] gauvreauii group,mle1-7,wb1-A12,wb1-P19
SRR9671456,zhuang2018,0,0,0,0,43,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2485,0,0,0,0,0,0,0,0,1,0,0,0,0,1799,0,0,0,2,0,0,539,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,854,1,0,5742,0,0,0,21,0,1,0,13,0,0,0,0,0,0,0,0,0,0,1,0,913,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2413,0,0,0,0,35,77,0,0,75,0,6709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,5,2688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1585,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,1,0,0,0
SRR9671457,zhuang2018,0,0,0,0,73,0,7,0,139,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3211,0,0,0,476,65,0,861,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,25,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,115,0,0,0,0,0,4,8,0,0,24,1353,0,10120,7,0,0,2,0,0,0,1245,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,1061,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,2,0,0,286,0,0,0,0,56,130,0,0,514,0,1906,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,51,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,13,557,62,0,0,1367,274,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,659,0,2,0,0,0,0,0,20,0,0,0,0,0,0,6,0,0,222,0,1,0,0,1,0,0,0,0,0,4460,0,0,0,0,77,0,0,0,0,64,0,2,0,1,0,0,27,0,0,0
SRR9671458,zhuang2018,0,0,0,0,705,0,0,0,0,0,0,0,144,0,0,22,0,9,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,82,7,0,0,56,1,0,86,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,9,0,0,0,8,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,11,0,1,0,0,0,0,0,3,26083,0,0,0,7,0,16,0,0,3,28,0,0,0,197,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,4,1,0,0,6,0,7,0,0,0,0,0,2,0,0,0,0,3,0,34,1,0,2,0,0,1,0,0,0,2,0,0,6,3,0,0,0,0,0,0,0,2,26,23,5,0,0,0,10,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,19,17,0,0,3,1,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,78,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
SRR9671459,zhuang2018,0,0,0,0,14,0,1,0,150,0,0,0,1670,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,1794,0,0,0,49,22,0,584,0,0,0,0,240,0,0,251,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,342,2,38,0,0,0,368,0,0,0,0,0,0,0,5,0,0,1537,0,0,0,0,0,172,0,4,2,0,0,0,0,0,0,0,0,0,145,0,89,0,4,0,225,0,845,0,5937,0,1,4,0,0,0,0,0,0,0,5,0,0,0,332,0,1,0,0,0,0,0,0,3,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,553,2,0,0,0,196,17,5,0,6,0,177,58,71,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,26,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,3674,0,0,612,43,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2483,0,0,0,0,0,1,0,0,0,0,0,0,199,0,32,4,0,181,3,0,80,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,2,18,0,0,4,0,0,0,0
SRR9671460,zhuang2018,0,0,0,0,15,0,2,0,0,0,0,0,124,0,0,711,0,0,0,209,0,0,0,0,0,2,0,0,337,51,0,0,0,0,0,0,0,1,0,0,0,0,7382,0,0,0,72,0,0,875,0,0,0,0,288,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,47,0,0,4,0,2562,0,0,0,0,0,9,0,0,413,0,2287,0,0,0,0,0,47,0,76,208,0,0,0,0,0,0,0,0,45,0,0,137,8,0,162,292,0,32,12,1211,0,5,0,0,4,0,1,0,0,0,446,0,0,0,116,8,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,1,40,0,100,0,0,0,0,40,838,0,0,271,0,1229,34,0,0,4,0,813,61,0,191,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,22,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,12,26,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,4,133,4425,1,0,378,21,495,0,0,0,0,0,688,0,68,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,64,0,3329,0,0,0,0,131,3,0,0,12,0,0,0,40,0,0,115,92,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,18,355,8,0,0,0,0,0,0,0
SRR9671461,zhuang2018,0,0,0,0,33,0,12,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,0,0,0,4,0,0,257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,0,6,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,496,0,0,12441,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,0,0,0,0,0,705,31,0,543,0,4672,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,12,0,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,68,2,0,0,203,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,740,9,0,0,0,0,0,0,0,0,0
SRR9671462,zhuang2018,0,0,0,0,16,0,2,0,42,0,0,0,493,0,0,1273,0,1019,0,0,0,0,0,0,0,0,0,0,168,6,0,0,0,0,0,0,0,1,0,0,0,0,3851,468,0,0,2516,14,0,2341,0,0,0,0,164,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,50,0,210,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,409,0,19,13,0,0,0,0,0,9,0,0,42,121,0,63,0,0,49,319,0,221,0,1115,0,0,25,0,0,0,0,0,0,0,9,0,0,0,231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3879,6,0,21,0,0,0,0,16,43,13,0,5,0,26,38,19,0,3,0,142,31,0,0,0,18,0,0,0,34,0,0,0,0,0,0,0,0,0,0,66,8,0,0,0,0,0,0,0,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,193,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,26,0,0,0,0,0,0,0,3,0,0,136,0,0,0,1,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,2,0,0,0,388,337,0,0,2267,3,207,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,2093,0,0,0,0,2,2,0,0,2,0,0,0,8,0,37,27,0,427,69,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,64,0,86,0,0,0,0
SRR9671463,zhuang2018,0,0,4,0,48,0,10,0,207,0,0,0,13,0,0,0,0,44,0,313,0,0,0,0,0,0,0,0,2784,7,0,0,0,0,0,0,0,0,0,0,0,0,924,2,0,0,2585,15,0,10005,0,0,0,0,541,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,2,0,2,0,0,0,0,0,0,148,0,243,0,0,0,0,0,0,0,160,43,0,0,0,0,3,3,0,0,85,3,0,278,0,0,0,642,0,0,0,2515,0,6,6,0,0,0,3,0,0,0,2,0,0,0,4,133,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,64,173,0,0,10,0,417,22,0,0,25,0,5,0,0,10,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,3,5,0,70,3,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,157,0,0,0,1,0,0,0,257,182,1,0,2862,957,177,0,0,0,0,0,0,0,1054,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,612,0,2024,0,0,0,0,2,33,0,0,0,0,0,0,0,0,38,47,0,29,1,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,21,26,1,0,0,0,0,0,0,0,0
SRR9671464,zhuang2018,0,0,0,0,159,0,6,0,0,0,0,0,6,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,2272,0,0,0,0,0,0,0,0,2,0,0,0,0,17448,0,0,0,91,0,0,1782,0,0,0,0,605,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,30,0,132,0,0,2,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,3,0,0,0,0,0,10,0,0,0,115,467,0,569,0,2,0,303,0,8,0,429,0,0,0,0,0,0,0,0,0,0,15,0,0,0,44,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,14,0,0,619,0,2935,4,3,0,88,0,21,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4359,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2,0,0,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,296,1044,4,0,7,123,661,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5,0,0,0,0,0,0,68,0,579,0,0,0,0,0,55,0,0,0,3,0,0,3,0,549,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,78,0,0,0
SRR9671465,zhuang2018,0,0,0,0,267,0,21,0,43,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,0,0,3,0,0,2514,0,0,0,0,33,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5112,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,0,200,0,0,0,0,0,0,2,0,0,1047,0,0,3,8,0,0,2,0,0,0,8,0,49,0,0,0,0,0,0,0,0,41,0,0,0,0,273,0,0,0,3,0,8,1,0,0,0,0,0,0,0,0,0,0,28,7,0,0,0,0,10,8,0,0,2,0,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18795,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,0,0,0,0,0,1147,0,0,1,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,76,0,0,0,0,86,634,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,65,0,0,0,0,0,7,0,0,0,3,0,0,4,20,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0
SRR9671466,zhuang2018,0,0,0,0,17,0,1,0,0,0,0,0,1905,0,0,0,0,204,0,15,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1195,87,0,0,23,20,0,340,0,0,0,0,84,5,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,123,0,0,0,0,0,431,0,0,0,0,0,0,0,0,87,0,648,0,0,0,0,0,56,0,0,6,0,0,0,0,0,1,0,0,0,157,0,10069,0,6,21,137,0,192,0,3630,0,2,0,0,0,0,0,0,0,0,7,0,0,5,125,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,54,4,0,0,652,0,131,41,12,1,2,0,248,8,8,57,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,4,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,112,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1644,0,0,128,0,36,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,792,0,0,0,0,3,2,0,0,0,0,0,0,5,0,6,8,0,257,2,0,8,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,86,0,0,0,0
SRR9671467,zhuang2018,0,0,0,0,5,0,8,0,0,0,0,0,1,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,12466,0,0,0,19,69,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,21,0,0,0,0,0,669,0,0,1,1307,0,3264,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1414,0,0,0,0,20,823,50,0,0,0,1812,128,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,29,0,0,0,0,0,0,0,0,382,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,4,0,0,914,0,0,0,288,0,0,0,0,0,0,0,0,1233,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,2,2,0,375,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,98,0,0,0,7,0,0,2450,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0
SRR9671468,zhuang2018,0,0,0,0,5,0,0,0,80,0,0,0,1999,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,138,1,0,0,0,0,0,0,0,0,0,0,0,0,3226,0,0,0,0,15,0,1418,0,0,0,0,379,0,418,256,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,19,4,86,0,0,0,1154,0,0,0,0,0,0,0,0,0,0,990,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,148,0,2,0,4,40,145,0,39,0,6437,0,1,10,5,0,0,0,0,0,0,7,0,0,0,112,0,11,0,0,4,0,4,0,0,87,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,1,0,486,128,24,0,17,0,207,84,0,29,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4982,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,581,3,0,676,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,106,0,596,0,0,0,0,32,3,0,0,0,0,0,0,1,0,0,0,0,161,35,0,156,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,958,159,0,42,93,0,0,0
