experiment,split_id,genus
within_cohort_kazakhstan2022,outer_fold_7,Dactylosporangium
within_cohort_kazakhstan2022,outer_fold_7,Defluviitaleaceae UCG-011
within_cohort_kazakhstan2022,outer_fold_7,Desulfovibrio
within_cohort_kazakhstan2022,outer_fold_7,Dethiobacter
within_cohort_kazakhstan2022,outer_fold_7,Dialister
within_cohort_kazakhstan2022,outer_fold_7,Diaphorobacter
within_cohort_kazakhstan2022,outer_fold_7,Dielma
within_cohort_kazakhstan2022,outer_fold_7,Dinghuibacter
within_cohort_kazakhstan2022,outer_fold_7,Dokdonella
within_cohort_kazakhstan2022,outer_fold_7,Dongia
within_cohort_kazakhstan2022,outer_fold_7,Dorea
within_cohort_kazakhstan2022,outer_fold_7,Edaphobaculum
within_cohort_kazakhstan2022,outer_fold_7,Eggerthella
within_cohort_kazakhstan2022,outer_fold_7,Eisenbergiella
within_cohort_kazakhstan2022,outer_fold_7,Ellin6055
within_cohort_kazakhstan2022,outer_fold_7,Ellin6067
within_cohort_kazakhstan2022,outer_fold_7,Elusimicrobium
within_cohort_kazakhstan2022,outer_fold_7,Enterococcus
within_cohort_kazakhstan2022,outer_fold_7,Enterorhabdus
within_cohort_kazakhstan2022,outer_fold_7,Enteroscipio
within_cohort_kazakhstan2022,outer_fold_7,Epulopiscium
within_cohort_kazakhstan2022,outer_fold_7,Erysipelatoclostridium
within_cohort_kazakhstan2022,outer_fold_7,Erysipelotrichaceae UCG-003
within_cohort_kazakhstan2022,outer_fold_7,Erysipelotrichaceae UCG-006
within_cohort_kazakhstan2022,outer_fold_7,Escherichia-Shigella
within_cohort_kazakhstan2022,outer_fold_7,Eubacterium
within_cohort_kazakhstan2022,outer_fold_7,Eubacterium brachy group
within_cohort_kazakhstan2022,outer_fold_7,Eubacterium eligens group
within_cohort_kazakhstan2022,outer_fold_7,Eubacterium hallii group
within_cohort_kazakhstan2022,outer_fold_7,Eubacterium oxidoreducens group
within_cohort_kazakhstan2022,outer_fold_7,Eubacterium ventriosum group
within_cohort_kazakhstan2022,outer_fold_7,Ezakiella
within_cohort_kazakhstan2022,outer_fold_7,Faecalibacterium
within_cohort_kazakhstan2022,outer_fold_7,Faecalibaculum
within_cohort_kazakhstan2022,outer_fold_7,Family XIII AD3011 group
within_cohort_kazakhstan2022,outer_fold_7,Family XIII UCG-001
within_cohort_kazakhstan2022,outer_fold_7,Fenollaria
within_cohort_kazakhstan2022,outer_fold_7,Ferruginibacter
within_cohort_kazakhstan2022,outer_fold_7,Finegoldia
within_cohort_kazakhstan2022,outer_fold_7,Flaviaesturariibacter
within_cohort_kazakhstan2022,outer_fold_7,Flavisolibacter
within_cohort_kazakhstan2022,outer_fold_7,Flavitalea
within_cohort_kazakhstan2022,outer_fold_7,Flavobacterium
within_cohort_kazakhstan2022,outer_fold_7,Flavonifractor
within_cohort_kazakhstan2022,outer_fold_7,Fluviicola
within_cohort_kazakhstan2022,outer_fold_7,Fournierella
within_cohort_kazakhstan2022,outer_fold_7,Frisingicoccus
within_cohort_kazakhstan2022,outer_fold_7,Fusicatenibacter
within_cohort_kazakhstan2022,outer_fold_7,Fusobacterium
within_cohort_kazakhstan2022,outer_fold_7,GCA-900066575
within_cohort_kazakhstan2022,outer_fold_7,GCA-900066755
within_cohort_kazakhstan2022,outer_fold_7,Gaiella
within_cohort_kazakhstan2022,outer_fold_7,Gemella
within_cohort_kazakhstan2022,outer_fold_7,Gemmatimonas
within_cohort_kazakhstan2022,outer_fold_7,Gordonibacter
within_cohort_kazakhstan2022,outer_fold_7,HT002
within_cohort_kazakhstan2022,outer_fold_7,Haemophilus
within_cohort_kazakhstan2022,outer_fold_7,Haliangium
within_cohort_kazakhstan2022,outer_fold_7,Harryflintia
within_cohort_kazakhstan2022,outer_fold_7,Hassallia
within_cohort_kazakhstan2022,outer_fold_7,Helicobacter
within_cohort_kazakhstan2022,outer_fold_7,Hirschia
within_cohort_kazakhstan2022,outer_fold_7,Holdemanella
within_cohort_kazakhstan2022,outer_fold_7,Holdemania
within_cohort_kazakhstan2022,outer_fold_7,Howardella
within_cohort_kazakhstan2022,outer_fold_7,Hungatella
within_cohort_kazakhstan2022,outer_fold_7,Hyphomicrobium
within_cohort_kazakhstan2022,outer_fold_7,IS-44
within_cohort_kazakhstan2022,outer_fold_7,Iamia
within_cohort_kazakhstan2022,outer_fold_7,Ilumatobacter
within_cohort_kazakhstan2022,outer_fold_7,Incertae Sedis
within_cohort_kazakhstan2022,outer_fold_7,Intestinibacter
within_cohort_kazakhstan2022,outer_fold_7,Intestinimonas
within_cohort_kazakhstan2022,outer_fold_7,JGI 0001001-H03
within_cohort_kazakhstan2022,outer_fold_7,Klebsiella
within_cohort_kazakhstan2022,outer_fold_7,Kribbella
within_cohort_kazakhstan2022,outer_fold_7,Lachnoclostridium
within_cohort_kazakhstan2022,outer_fold_7,Lachnospira
within_cohort_kazakhstan2022,outer_fold_7,Lachnospiraceae FCS020 group
within_cohort_kazakhstan2022,outer_fold_7,Lachnospiraceae NC2004 group
within_cohort_kazakhstan2022,outer_fold_7,Lachnospiraceae ND3007 group
within_cohort_kazakhstan2022,outer_fold_7,Lachnospiraceae NK3A20 group
within_cohort_kazakhstan2022,outer_fold_7,Lachnospiraceae NK4A136 group
within_cohort_kazakhstan2022,outer_fold_7,Lachnospiraceae UCG-003
within_cohort_kazakhstan2022,outer_fold_7,Lachnospiraceae UCG-004
within_cohort_kazakhstan2022,outer_fold_7,Lachnospiraceae UCG-006
within_cohort_kazakhstan2022,outer_fold_7,Lachnospiraceae UCG-010
within_cohort_kazakhstan2022,outer_fold_7,Lacibacter
within_cohort_kazakhstan2022,outer_fold_7,Lacticaseibacillus
within_cohort_kazakhstan2022,outer_fold_7,Lactiplantibacillus
within_cohort_kazakhstan2022,outer_fold_7,Lactobacillus
within_cohort_kazakhstan2022,outer_fold_7,Lactococcus
within_cohort_kazakhstan2022,outer_fold_7,Lactonifactor
within_cohort_kazakhstan2022,outer_fold_7,Lacunisphaera
within_cohort_kazakhstan2022,outer_fold_7,Latilactobacillus
within_cohort_kazakhstan2022,outer_fold_7,Lechevalieria
within_cohort_kazakhstan2022,outer_fold_7,Levilactobacillus
within_cohort_kazakhstan2022,outer_fold_7,Libanicoccus
within_cohort_kazakhstan2022,outer_fold_7,Ligilactobacillus
within_cohort_kazakhstan2022,outer_fold_7,Limosilactobacillus
within_cohort_kazakhstan2022,outer_fold_7,Longimicrobium
within_cohort_kazakhstan2022,outer_fold_7,Luedemannella
within_cohort_kazakhstan2022,outer_fold_7,Luteolibacter
within_cohort_kazakhstan2022,outer_fold_7,Lysinibacillus
within_cohort_kazakhstan2022,outer_fold_7,Lysobacter
within_cohort_kazakhstan2022,outer_fold_7,MND1
within_cohort_kazakhstan2022,outer_fold_7,Marmoricola
within_cohort_kazakhstan2022,outer_fold_7,Marvinbryantia
within_cohort_kazakhstan2022,outer_fold_7,Megamonas
within_cohort_kazakhstan2022,outer_fold_7,Megasphaera
within_cohort_kazakhstan2022,outer_fold_7,Merdibacter
within_cohort_kazakhstan2022,outer_fold_7,Mesorhizobium
within_cohort_kazakhstan2022,outer_fold_7,Methanobrevibacter
within_cohort_kazakhstan2022,outer_fold_7,Methyloceanibacter
within_cohort_kazakhstan2022,outer_fold_7,Methylotenera
within_cohort_kazakhstan2022,outer_fold_7,Microbacterium
within_cohort_kazakhstan2022,outer_fold_7,Microlunatus
within_cohort_kazakhstan2022,outer_fold_7,Microvirga
within_cohort_kazakhstan2022,outer_fold_7,Mitsuokella
within_cohort_kazakhstan2022,outer_fold_7,Mogibacterium
within_cohort_kazakhstan2022,outer_fold_7,Monoglobus
within_cohort_kazakhstan2022,outer_fold_7,Muribaculum
within_cohort_kazakhstan2022,outer_fold_7,Mycobacterium
within_cohort_kazakhstan2022,outer_fold_7,NK4A214 group
within_cohort_kazakhstan2022,outer_fold_7,Nannocystis
within_cohort_kazakhstan2022,outer_fold_7,Negativibacillus
within_cohort_kazakhstan2022,outer_fold_7,Niastella
within_cohort_kazakhstan2022,outer_fold_7,Nitrolancea
within_cohort_kazakhstan2022,outer_fold_7,Nitrosococcus
within_cohort_kazakhstan2022,outer_fold_7,Nitrosospira
within_cohort_kazakhstan2022,outer_fold_7,Nitrospira
within_cohort_kazakhstan2022,outer_fold_7,Nocardioides
within_cohort_kazakhstan2022,outer_fold_7,Nonomuraea
within_cohort_kazakhstan2022,outer_fold_7,Nordella
within_cohort_kazakhstan2022,outer_fold_7,OLB17
within_cohort_kazakhstan2022,outer_fold_7,OM27 clade
within_cohort_kazakhstan2022,outer_fold_7,Odoribacter
within_cohort_kazakhstan2022,outer_fold_7,Ohtaekwangia
within_cohort_kazakhstan2022,outer_fold_7,Olsenella
within_cohort_kazakhstan2022,outer_fold_7,Opitutus
within_cohort_kazakhstan2022,outer_fold_7,Oribacterium
within_cohort_kazakhstan2022,outer_fold_7,Oscillibacter
within_cohort_kazakhstan2022,outer_fold_7,Oscillospira
within_cohort_kazakhstan2022,outer_fold_7,Oxalobacter
within_cohort_kazakhstan2022,outer_fold_7,P3OB-42
within_cohort_kazakhstan2022,outer_fold_7,Paenibacillus
within_cohort_kazakhstan2022,outer_fold_7,Paeniclostridium
within_cohort_kazakhstan2022,outer_fold_7,Paenisporosarcina
within_cohort_kazakhstan2022,outer_fold_7,Pajaroellobacter
within_cohort_kazakhstan2022,outer_fold_7,Paludicola
within_cohort_kazakhstan2022,outer_fold_7,Papillibacter
within_cohort_kazakhstan2022,outer_fold_7,Parabacteroides
within_cohort_kazakhstan2022,outer_fold_7,Paraprevotella
within_cohort_kazakhstan2022,outer_fold_7,Parapusillimonas
within_cohort_kazakhstan2022,outer_fold_7,Parasutterella
within_cohort_kazakhstan2022,outer_fold_7,Parvimonas
within_cohort_kazakhstan2022,outer_fold_7,Pedobacter
within_cohort_kazakhstan2022,outer_fold_7,Pedomicrobium
within_cohort_kazakhstan2022,outer_fold_7,Peptococcus
within_cohort_kazakhstan2022,outer_fold_7,Peptoniphilus
within_cohort_kazakhstan2022,outer_fold_7,Peptostreptococcus
within_cohort_kazakhstan2022,outer_fold_7,Peredibacter
within_cohort_kazakhstan2022,outer_fold_7,Phascolarctobacterium
within_cohort_kazakhstan2022,outer_fold_7,Phaselicystis
within_cohort_kazakhstan2022,outer_fold_7,Phenylobacterium
within_cohort_kazakhstan2022,outer_fold_7,Phocea
within_cohort_kazakhstan2022,outer_fold_7,Polaromonas
within_cohort_kazakhstan2022,outer_fold_7,Polyangium
within_cohort_kazakhstan2022,outer_fold_7,Polycyclovorans
within_cohort_kazakhstan2022,outer_fold_7,Pontibacter
within_cohort_kazakhstan2022,outer_fold_7,Porphyromonas
within_cohort_kazakhstan2022,outer_fold_7,Prevotella
within_cohort_kazakhstan2022,outer_fold_7,Prevotella_7
within_cohort_kazakhstan2022,outer_fold_7,Prevotella_9
within_cohort_kazakhstan2022,outer_fold_7,Prevotellaceae NK3B31 group
within_cohort_kazakhstan2022,outer_fold_7,Prevotellaceae UCG-001
within_cohort_kazakhstan2022,outer_fold_7,Prevotellaceae UCG-003
within_cohort_kazakhstan2022,outer_fold_7,Pseudenhygromyxa
within_cohort_kazakhstan2022,outer_fold_7,Pseudoduganella
within_cohort_kazakhstan2022,outer_fold_7,Pseudoflavonifractor
within_cohort_kazakhstan2022,outer_fold_7,Pseudolabrys
within_cohort_kazakhstan2022,outer_fold_7,Pseudomonas
within_cohort_kazakhstan2022,outer_fold_7,Pseudonocardia
within_cohort_kazakhstan2022,outer_fold_7,Pseudorhodoplanes
within_cohort_kazakhstan2022,outer_fold_7,Pseudoxanthomonas
within_cohort_kazakhstan2022,outer_fold_7,Psychrobacillus
within_cohort_kazakhstan2022,outer_fold_7,Puia
within_cohort_kazakhstan2022,outer_fold_7,Pyramidobacter
within_cohort_kazakhstan2022,outer_fold_7,RB41
within_cohort_kazakhstan2022,outer_fold_7,Ramlibacter
within_cohort_kazakhstan2022,outer_fold_7,Reyranella
within_cohort_kazakhstan2022,outer_fold_7,Rhizobacter
within_cohort_kazakhstan2022,outer_fold_7,Rhizocola
within_cohort_kazakhstan2022,outer_fold_7,Rhodococcus
within_cohort_kazakhstan2022,outer_fold_7,Rhodomicrobium
within_cohort_kazakhstan2022,outer_fold_7,Rhodoplanes
within_cohort_kazakhstan2022,outer_fold_7,Rikenellaceae RC9 gut group
within_cohort_kazakhstan2022,outer_fold_7,Romboutsia
within_cohort_kazakhstan2022,outer_fold_7,Roseburia
within_cohort_kazakhstan2022,outer_fold_7,Rothia
within_cohort_kazakhstan2022,outer_fold_7,Rubrobacter
within_cohort_kazakhstan2022,outer_fold_7,Ruminococcus
within_cohort_kazakhstan2022,outer_fold_7,Ruminococcus gnavus group
within_cohort_kazakhstan2022,outer_fold_7,Ruminococcus torques group
within_cohort_kazakhstan2022,outer_fold_7,SWB02
within_cohort_kazakhstan2022,outer_fold_7,Salipaludibacillus
within_cohort_kazakhstan2022,outer_fold_7,Salmonella
within_cohort_kazakhstan2022,outer_fold_7,Sandaracinus
within_cohort_kazakhstan2022,outer_fold_7,Sanguibacteroides
within_cohort_kazakhstan2022,outer_fold_7,Sarcina
within_cohort_kazakhstan2022,outer_fold_7,Sellimonas
within_cohort_kazakhstan2022,outer_fold_7,Senegalimassilia
within_cohort_kazakhstan2022,outer_fold_7,Shuttleworthia
within_cohort_kazakhstan2022,outer_fold_7,Skermanella
within_cohort_kazakhstan2022,outer_fold_7,Slackia
within_cohort_kazakhstan2022,outer_fold_7,Solirubrobacter
within_cohort_kazakhstan2022,outer_fold_7,Solitalea
within_cohort_kazakhstan2022,outer_fold_7,Solobacterium
within_cohort_kazakhstan2022,outer_fold_7,Sphingomonas
within_cohort_kazakhstan2022,outer_fold_7,Sporosarcina
within_cohort_kazakhstan2022,outer_fold_7,Staphylococcus
within_cohort_kazakhstan2022,outer_fold_7,Stenotrophobacter
within_cohort_kazakhstan2022,outer_fold_7,Steroidobacter
within_cohort_kazakhstan2022,outer_fold_7,Streptococcus
within_cohort_kazakhstan2022,outer_fold_7,Streptomyces
within_cohort_kazakhstan2022,outer_fold_7,Streptosporangium
within_cohort_kazakhstan2022,outer_fold_7,Subdoligranulum
within_cohort_kazakhstan2022,outer_fold_7,Subgroup 10
within_cohort_kazakhstan2022,outer_fold_7,Succinivibrio
within_cohort_kazakhstan2022,outer_fold_7,Sulfurifustis
within_cohort_kazakhstan2022,outer_fold_7,Sumerlaea
within_cohort_kazakhstan2022,outer_fold_7,Sutterella
within_cohort_kazakhstan2022,outer_fold_7,TM7x
within_cohort_kazakhstan2022,outer_fold_7,Taibaiella
within_cohort_kazakhstan2022,outer_fold_7,Terrimonas
within_cohort_kazakhstan2022,outer_fold_7,Truepera
within_cohort_kazakhstan2022,outer_fold_7,Tumebacillus
within_cohort_kazakhstan2022,outer_fold_7,Turicibacter
within_cohort_kazakhstan2022,outer_fold_7,Tuzzerella
within_cohort_kazakhstan2022,outer_fold_7,Tyzzerella
within_cohort_kazakhstan2022,outer_fold_7,UBA1819
within_cohort_kazakhstan2022,outer_fold_7,UC5-1-2E3
within_cohort_kazakhstan2022,outer_fold_7,UCG-002
within_cohort_kazakhstan2022,outer_fold_7,UCG-003
within_cohort_kazakhstan2022,outer_fold_7,UCG-004
within_cohort_kazakhstan2022,outer_fold_7,UCG-005
within_cohort_kazakhstan2022,outer_fold_7,UCG-007
within_cohort_kazakhstan2022,outer_fold_7,UCG-009
within_cohort_kazakhstan2022,outer_fold_7,UTCFX1
within_cohort_kazakhstan2022,outer_fold_7,Veillonella
within_cohort_kazakhstan2022,outer_fold_7,Vicinamibacter
within_cohort_kazakhstan2022,outer_fold_7,Victivallis
within_cohort_kazakhstan2022,outer_fold_7,Virgisporangium
within_cohort_kazakhstan2022,outer_fold_7,Weissella
within_cohort_kazakhstan2022,outer_fold_7,Woeseia
within_cohort_kazakhstan2022,outer_fold_7,YC-ZSS-LKJ147
within_cohort_kazakhstan2022,outer_fold_7,[Bacteroides] pectinophilus group
within_cohort_kazakhstan2022,outer_fold_7,[Clostridium] innocuum group
within_cohort_kazakhstan2022,outer_fold_7,[Eubacterium] fissicatena group
within_cohort_kazakhstan2022,outer_fold_7,[Eubacterium] nodatum group
within_cohort_kazakhstan2022,outer_fold_7,[Eubacterium] ruminantium group
within_cohort_kazakhstan2022,outer_fold_7,[Eubacterium] siraeum group
within_cohort_kazakhstan2022,outer_fold_7,[Eubacterium] tenue group
within_cohort_kazakhstan2022,outer_fold_7,[Eubacterium] xylanophilum group
within_cohort_kazakhstan2022,outer_fold_7,[Ruminococcus] gauvreauii group
within_cohort_kazakhstan2022,outer_fold_7,mle1-7
within_cohort_kazakhstan2022,outer_fold_7,wb1-A12
within_cohort_kazakhstan2022,outer_fold_7,wb1-P19
within_cohort_kazakhstan2022,outer_fold_8,ADurb.Bin063-1
within_cohort_kazakhstan2022,outer_fold_8,Acidaminococcus
within_cohort_kazakhstan2022,outer_fold_8,Acidibacter
within_cohort_kazakhstan2022,outer_fold_8,Acinetobacter
within_cohort_kazakhstan2022,outer_fold_8,Actinocorallia
within_cohort_kazakhstan2022,outer_fold_8,Actinomyces
within_cohort_kazakhstan2022,outer_fold_8,Adhaeribacter
within_cohort_kazakhstan2022,outer_fold_8,Adlercreutzia
within_cohort_kazakhstan2022,outer_fold_8,Aeromicrobium
within_cohort_kazakhstan2022,outer_fold_8,Aeromonas
within_cohort_kazakhstan2022,outer_fold_8,Agathobacter
within_cohort_kazakhstan2022,outer_fold_8,Agromyces
within_cohort_kazakhstan2022,outer_fold_8,Ahniella
within_cohort_kazakhstan2022,outer_fold_8,Akkermansia
within_cohort_kazakhstan2022,outer_fold_8,Alistipes
within_cohort_kazakhstan2022,outer_fold_8,Alkalicoccus
within_cohort_kazakhstan2022,outer_fold_8,Allisonella
within_cohort_kazakhstan2022,outer_fold_8,Alloprevotella
within_cohort_kazakhstan2022,outer_fold_8,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
within_cohort_kazakhstan2022,outer_fold_8,Altererythrobacter
within_cohort_kazakhstan2022,outer_fold_8,Ammoniphilus
within_cohort_kazakhstan2022,outer_fold_8,Anaerobacillus
within_cohort_kazakhstan2022,outer_fold_8,Anaerococcus
within_cohort_kazakhstan2022,outer_fold_8,Anaerofilum
within_cohort_kazakhstan2022,outer_fold_8,Anaerofustis
within_cohort_kazakhstan2022,outer_fold_8,Anaerostipes
within_cohort_kazakhstan2022,outer_fold_8,Anaerotruncus
within_cohort_kazakhstan2022,outer_fold_8,Angelakisella
within_cohort_kazakhstan2022,outer_fold_8,Aquicella
within_cohort_kazakhstan2022,outer_fold_8,Archangium
within_cohort_kazakhstan2022,outer_fold_8,Arenimonas
within_cohort_kazakhstan2022,outer_fold_8,Aridibacter
within_cohort_kazakhstan2022,outer_fold_8,Asteroleplasma
within_cohort_kazakhstan2022,outer_fold_8,Atopobium
within_cohort_kazakhstan2022,outer_fold_8,Aurantisolimonas
within_cohort_kazakhstan2022,outer_fold_8,Azoarcus
within_cohort_kazakhstan2022,outer_fold_8,BD1-7 clade
within_cohort_kazakhstan2022,outer_fold_8,BIyi10
within_cohort_kazakhstan2022,outer_fold_8,Bacillus
within_cohort_kazakhstan2022,outer_fold_8,Bacteroides
within_cohort_kazakhstan2022,outer_fold_8,Barnesiella
within_cohort_kazakhstan2022,outer_fold_8,Bauldia
within_cohort_kazakhstan2022,outer_fold_8,Bdellovibrio
within_cohort_kazakhstan2022,outer_fold_8,Bifidobacterium
within_cohort_kazakhstan2022,outer_fold_8,Bilophila
within_cohort_kazakhstan2022,outer_fold_8,Blastococcus
within_cohort_kazakhstan2022,outer_fold_8,Blautia
within_cohort_kazakhstan2022,outer_fold_8,Brevundimonas
within_cohort_kazakhstan2022,outer_fold_8,Bryobacter
within_cohort_kazakhstan2022,outer_fold_8,Butyricicoccus
within_cohort_kazakhstan2022,outer_fold_8,Butyricimonas
within_cohort_kazakhstan2022,outer_fold_8,CAG-352
within_cohort_kazakhstan2022,outer_fold_8,CAG-56
within_cohort_kazakhstan2022,outer_fold_8,CAG-873
within_cohort_kazakhstan2022,outer_fold_8,CHKCI002
within_cohort_kazakhstan2022,outer_fold_8,CL500-29 marine group
within_cohort_kazakhstan2022,outer_fold_8,Caenimonas
within_cohort_kazakhstan2022,outer_fold_8,Candidatus Entotheonella
within_cohort_kazakhstan2022,outer_fold_8,Candidatus Nitrocosmicus
within_cohort_kazakhstan2022,outer_fold_8,Candidatus Nitrososphaera
within_cohort_kazakhstan2022,outer_fold_8,Candidatus Soleaferrea
within_cohort_kazakhstan2022,outer_fold_8,Candidatus Solibacter
within_cohort_kazakhstan2022,outer_fold_8,Candidatus Udaeobacter
within_cohort_kazakhstan2022,outer_fold_8,Castellaniella
within_cohort_kazakhstan2022,outer_fold_8,Catenibacillus
within_cohort_kazakhstan2022,outer_fold_8,Catenibacterium
within_cohort_kazakhstan2022,outer_fold_8,Catenisphaera
within_cohort_kazakhstan2022,outer_fold_8,Caulobacter
within_cohort_kazakhstan2022,outer_fold_8,Cellvibrio
within_cohort_kazakhstan2022,outer_fold_8,Chitinophaga
within_cohort_kazakhstan2022,outer_fold_8,Christensenella
within_cohort_kazakhstan2022,outer_fold_8,Christensenellaceae R-7 group
within_cohort_kazakhstan2022,outer_fold_8,Chryseolinea
within_cohort_kazakhstan2022,outer_fold_8,Chthoniobacter
within_cohort_kazakhstan2022,outer_fold_8,Citrifermentans
within_cohort_kazakhstan2022,outer_fold_8,Citrobacter
within_cohort_kazakhstan2022,outer_fold_8,Cloacibacillus
within_cohort_kazakhstan2022,outer_fold_8,Clostridium sensu stricto 1
within_cohort_kazakhstan2022,outer_fold_8,Colidextribacter
within_cohort_kazakhstan2022,outer_fold_8,Collinsella
within_cohort_kazakhstan2022,outer_fold_8,Comamonas
within_cohort_kazakhstan2022,outer_fold_8,Coprobacillus
within_cohort_kazakhstan2022,outer_fold_8,Coprobacter
within_cohort_kazakhstan2022,outer_fold_8,Coprococcus
within_cohort_kazakhstan2022,outer_fold_8,Coriobacteriaceae UCG-003
within_cohort_kazakhstan2022,outer_fold_8,Corynebacterium
within_cohort_kazakhstan2022,outer_fold_8,Cutibacterium
within_cohort_kazakhstan2022,outer_fold_8,DTU089
within_cohort_kazakhstan2022,outer_fold_8,Dactylosporangium
within_cohort_kazakhstan2022,outer_fold_8,Defluviitaleaceae UCG-011
within_cohort_kazakhstan2022,outer_fold_8,Desulfovibrio
within_cohort_kazakhstan2022,outer_fold_8,Dialister
within_cohort_kazakhstan2022,outer_fold_8,Diaphorobacter
within_cohort_kazakhstan2022,outer_fold_8,Dielma
within_cohort_kazakhstan2022,outer_fold_8,Dinghuibacter
within_cohort_kazakhstan2022,outer_fold_8,Dokdonella
within_cohort_kazakhstan2022,outer_fold_8,Dongia
within_cohort_kazakhstan2022,outer_fold_8,Dorea
within_cohort_kazakhstan2022,outer_fold_8,Edaphobaculum
within_cohort_kazakhstan2022,outer_fold_8,Eggerthella
within_cohort_kazakhstan2022,outer_fold_8,Eisenbergiella
within_cohort_kazakhstan2022,outer_fold_8,Ellin6055
within_cohort_kazakhstan2022,outer_fold_8,Ellin6067
within_cohort_kazakhstan2022,outer_fold_8,Elusimicrobium
within_cohort_kazakhstan2022,outer_fold_8,Enterococcus
within_cohort_kazakhstan2022,outer_fold_8,Enterorhabdus
within_cohort_kazakhstan2022,outer_fold_8,Enteroscipio
within_cohort_kazakhstan2022,outer_fold_8,Erysipelatoclostridium
within_cohort_kazakhstan2022,outer_fold_8,Erysipelotrichaceae UCG-003
within_cohort_kazakhstan2022,outer_fold_8,Erysipelotrichaceae UCG-006
within_cohort_kazakhstan2022,outer_fold_8,Escherichia-Shigella
within_cohort_kazakhstan2022,outer_fold_8,Eubacterium
within_cohort_kazakhstan2022,outer_fold_8,Eubacterium brachy group
within_cohort_kazakhstan2022,outer_fold_8,Eubacterium eligens group
within_cohort_kazakhstan2022,outer_fold_8,Eubacterium hallii group
within_cohort_kazakhstan2022,outer_fold_8,Eubacterium ventriosum group
within_cohort_kazakhstan2022,outer_fold_8,Ezakiella
within_cohort_kazakhstan2022,outer_fold_8,Faecalibacterium
within_cohort_kazakhstan2022,outer_fold_8,Faecalibaculum
within_cohort_kazakhstan2022,outer_fold_8,Family XIII AD3011 group
within_cohort_kazakhstan2022,outer_fold_8,Family XIII UCG-001
within_cohort_kazakhstan2022,outer_fold_8,Fenollaria
within_cohort_kazakhstan2022,outer_fold_8,Ferruginibacter
within_cohort_kazakhstan2022,outer_fold_8,Finegoldia
within_cohort_kazakhstan2022,outer_fold_8,Flaviaesturariibacter
within_cohort_kazakhstan2022,outer_fold_8,Flavisolibacter
within_cohort_kazakhstan2022,outer_fold_8,Flavitalea
within_cohort_kazakhstan2022,outer_fold_8,Flavobacterium
within_cohort_kazakhstan2022,outer_fold_8,Flavonifractor
within_cohort_kazakhstan2022,outer_fold_8,Fluviicola
within_cohort_kazakhstan2022,outer_fold_8,Fournierella
within_cohort_kazakhstan2022,outer_fold_8,Frisingicoccus
within_cohort_kazakhstan2022,outer_fold_8,Fusicatenibacter
within_cohort_kazakhstan2022,outer_fold_8,Fusobacterium
within_cohort_kazakhstan2022,outer_fold_8,GCA-900066575
within_cohort_kazakhstan2022,outer_fold_8,GCA-900066755
within_cohort_kazakhstan2022,outer_fold_8,Gaiella
within_cohort_kazakhstan2022,outer_fold_8,Gemella
within_cohort_kazakhstan2022,outer_fold_8,Gemmatimonas
within_cohort_kazakhstan2022,outer_fold_8,Gordonibacter
within_cohort_kazakhstan2022,outer_fold_8,HT002
within_cohort_kazakhstan2022,outer_fold_8,Haemophilus
within_cohort_kazakhstan2022,outer_fold_8,Haliangium
within_cohort_kazakhstan2022,outer_fold_8,Harryflintia
within_cohort_kazakhstan2022,outer_fold_8,Hassallia
within_cohort_kazakhstan2022,outer_fold_8,Helicobacter
within_cohort_kazakhstan2022,outer_fold_8,Hirschia
within_cohort_kazakhstan2022,outer_fold_8,Holdemanella
within_cohort_kazakhstan2022,outer_fold_8,Holdemania
within_cohort_kazakhstan2022,outer_fold_8,Howardella
within_cohort_kazakhstan2022,outer_fold_8,Hungatella
within_cohort_kazakhstan2022,outer_fold_8,Hyphomicrobium
within_cohort_kazakhstan2022,outer_fold_8,IS-44
within_cohort_kazakhstan2022,outer_fold_8,Iamia
within_cohort_kazakhstan2022,outer_fold_8,Ilumatobacter
within_cohort_kazakhstan2022,outer_fold_8,Incertae Sedis
within_cohort_kazakhstan2022,outer_fold_8,Intestinibacter
within_cohort_kazakhstan2022,outer_fold_8,Intestinimonas
within_cohort_kazakhstan2022,outer_fold_8,JGI 0001001-H03
within_cohort_kazakhstan2022,outer_fold_8,Klebsiella
within_cohort_kazakhstan2022,outer_fold_8,Kribbella
within_cohort_kazakhstan2022,outer_fold_8,Lachnoclostridium
within_cohort_kazakhstan2022,outer_fold_8,Lachnospira
within_cohort_kazakhstan2022,outer_fold_8,Lachnospiraceae FCS020 group
within_cohort_kazakhstan2022,outer_fold_8,Lachnospiraceae NC2004 group
within_cohort_kazakhstan2022,outer_fold_8,Lachnospiraceae ND3007 group
within_cohort_kazakhstan2022,outer_fold_8,Lachnospiraceae NK3A20 group
within_cohort_kazakhstan2022,outer_fold_8,Lachnospiraceae NK4A136 group
within_cohort_kazakhstan2022,outer_fold_8,Lachnospiraceae UCG-003
within_cohort_kazakhstan2022,outer_fold_8,Lachnospiraceae UCG-004
within_cohort_kazakhstan2022,outer_fold_8,Lachnospiraceae UCG-006
within_cohort_kazakhstan2022,outer_fold_8,Lachnospiraceae UCG-010
within_cohort_kazakhstan2022,outer_fold_8,Lacibacter
within_cohort_kazakhstan2022,outer_fold_8,Lacticaseibacillus
